Date,High,Low,Adj Close,Open,Volume,Close,Interest,Currency,Inflation,Day,Month
2015-03-31,83.5,82.209999,82.220001,82.900002,19734300,82.220001,2.04,0.6687014,-0.1,31,3
2015-04-01,82.720001,80.870003,81.669998,82.5,22058200,81.669998,1.94,0.6685336,-0.2,1,4
2015-04-02,82.559998,81.440002,81.559998,82.25,19664100,81.559998,1.94,0.6685336,-0.2,2,4
2015-04-06,82.809998,80.800003,82.440002,80.800003,19062900,82.440002,1.94,0.6685336,-0.2,6,4
2015-04-07,83.419998,82.220001,82.32,82.650002,17467000,82.32,1.94,0.6685336,-0.2,7,4
2015-04-08,83.099998,81.839996,82.279999,82.629997,18966700,82.279999,1.94,0.6685336,-0.2,8,4
2015-04-09,82.800003,81.709999,82.169998,82.5,15927300,82.169998,1.94,0.6685336,-0.2,9,4
2015-04-10,82.610001,81.910004,82.040001,82.209999,12529700,82.040001,1.94,0.6685336,-0.2,10,4
2015-04-13,83.940002,81.919998,83.010002,81.93,26883100,83.010002,1.94,0.6685336,-0.2,13,4
2015-04-14,83.690002,82.440002,83.519997,83.169998,19634200,83.519997,1.94,0.6685336,-0.2,14,4
2015-04-15,83.660004,82.269997,82.709999,83.550003,22390900,82.709999,1.94,0.6685336,-0.2,15,4
2015-04-16,83.07,82.150002,82.309998,82.470001,13769700,82.309998,1.94,0.6685336,-0.2,16,4
2015-04-17,82.110001,80.370003,80.779999,81.480003,24215000,80.779999,1.94,0.6685336,-0.2,17,4
2015-04-20,83.150002,81.239998,83.089996,81.540001,28796800,83.089996,1.94,0.6685336,-0.2,20,4
2015-04-21,84.489998,83.540001,83.620003,84,27171900,83.620003,1.94,0.6685336,-0.2,21,4
2015-04-22,84.739998,83.650002,84.629997,84.32,45548000,84.629997,1.94,0.6685336,-0.2,22,4
2015-04-23,85.589996,82.410004,82.410004,84.099998,73728100,82.410004,1.94,0.6685336,-0.2,23,4
2015-04-24,82.940002,81.480003,81.529999,82.769997,29660400,81.529999,1.94,0.6685336,-0.2,24,4
2015-04-27,82.93,81.629997,81.910004,81.870003,25446000,81.910004,1.94,0.6685336,-0.2,27,4
2015-04-28,81.900002,80.230003,80.68,81.830002,23775300,80.68,1.94,0.6685336,-0.2,28,4
2015-04-29,81.389999,79.519997,80.470001,80.010002,26430300,80.470001,1.94,0.6685336,-0.2,29,4
2015-04-30,80.959999,78.32,78.769997,80.010002,28999000,78.769997,1.94,0.6685336,-0.2,30,4
2015-05-01,79.760002,78.110001,78.989998,79.239998,24136400,78.989998,2.2,0.6471829,0,1,5
2015-05-04,79.690002,78.629997,78.809998,79.330002,14692000,78.809998,2.2,0.6471829,0,4,5
2015-05-05,78.800003,77.220001,77.559998,78.550003,22311300,77.559998,2.2,0.6471829,0,5,5
2015-05-06,78.809998,77.050003,78.099998,77.970001,28663000,78.099998,2.2,0.6471829,0,6,5
2015-05-07,78.940002,77.559998,78.43,78,19749400,78.43,2.2,0.6471829,0,7,5
2015-05-08,79.230003,78.029999,78.510002,79.099998,19943600,78.510002,2.2,0.6471829,0,8,5
2015-05-11,79.029999,77.93,78.010002,78.480003,18874100,78.010002,2.2,0.6471829,0,11,5
2015-05-12,77.889999,76.790001,77.459999,77.870003,21285300,77.459999,2.2,0.6471829,0,12,5
2015-05-13,78.529999,77.650002,78.440002,77.720001,21512300,78.440002,2.2,0.6471829,0,13,5
2015-05-14,81.849998,78.669998,81.370003,78.940002,49438000,81.370003,2.2,0.6471829,0,14,5
2015-05-15,81.519997,80.18,80.419998,81.410004,27069900,80.419998,2.2,0.6471829,0,15,5
2015-05-18,81.379997,80.230003,80.879997,80.330002,21613700,80.879997,2.2,0.6471829,0,18,5
2015-05-19,81.690002,80.550003,80.629997,81.25,17955400,80.629997,2.2,0.6471829,0,19,5
2015-05-20,81.099998,79.459999,80.550003,80.470001,23056900,80.550003,2.2,0.6471829,0,20,5
2015-05-21,80.919998,80.080002,80.480003,80.190002,13402700,80.480003,2.2,0.6471829,0,21,5
2015-05-22,81.309998,80.25,80.540001,80.349998,19567900,80.540001,2.2,0.6471829,0,22,5
2015-05-26,80.599998,79.080002,79.330002,80.43,16321300,79.330002,2.2,0.6471829,0,26,5
2015-05-27,80.660004,79.43,80.550003,79.599998,14160900,80.550003,2.2,0.6471829,0,27,5
2015-05-28,81.07,80,80.150002,80.25,11982000,80.150002,2.2,0.6471829,0,28,5
2015-05-29,80.07,78.879997,79.190002,79.949997,16134600,79.190002,2.2,0.6471829,0,29,5
2015-06-01,80.379997,78.660004,80.290001,79.300003,18119000,80.290001,2.36,0.6424404,0.1,1,6
2015-06-02,81.349998,79.559998,80.440002,79.760002,18923300,80.440002,2.36,0.6424404,0.1,2,6
2015-06-03,82.529999,81.25,82.440002,81.349998,31775000,82.440002,2.36,0.6424404,0.1,3,6
2015-06-04,82.949997,81.510002,82.050003,82.139999,20863900,82.050003,2.36,0.6424404,0.1,4,6
2015-06-05,82.459999,81.510002,82.139999,81.870003,16143100,82.139999,2.36,0.6424404,0.1,5,6
2015-06-08,82,80.129997,80.669998,81.82,16915500,80.669998,2.36,0.6424404,0.1,8,6
2015-06-09,81.190002,79.32,80.669998,80.599998,16497500,80.669998,2.36,0.6424404,0.1,9,6
2015-06-10,82.599998,80.809998,82.160004,80.830002,21531200,82.160004,2.36,0.6424404,0.1,10,6
2015-06-11,82.900002,81.360001,81.830002,82.309998,18656800,81.830002,2.36,0.6424404,0.1,11,6
2015-06-12,82.089996,81.199997,81.529999,81.370003,11417900,81.529999,2.36,0.6424404,0.1,12,6
2015-06-15,80.93,80.07,80.709999,80.550003,18805100,80.709999,2.36,0.6424404,0.1,15,6
2015-06-16,81.510002,80.449997,81.059998,80.82,13693700,81.059998,2.36,0.6424404,0.1,16,6
2015-06-17,82.220001,81.339996,81.790001,81.760002,18350300,81.790001,2.36,0.6424404,0.1,17,6
2015-06-18,83.190002,81.57,82.910004,81.639999,26782600,82.910004,2.36,0.6424404,0.1,18,6
2015-06-19,82.980003,82.120003,82.510002,82.830002,23353200,82.510002,2.36,0.6424404,0.1,19,6
2015-06-22,84.970001,83.309998,84.739998,83.410004,29383100,84.739998,2.36,0.6424404,0.1,22,6
2015-06-23,87.970001,84.760002,87.879997,84.959999,50667900,87.879997,2.36,0.6424404,0.1,23,6
2015-06-24,89.25,87.449997,88.860001,87.660004,41370200,88.860001,2.36,0.6424404,0.1,24,6
2015-06-25,89.400002,87.839996,87.980003,89.260002,27302000,87.980003,2.36,0.6424404,0.1,25,6
2015-06-26,88.339996,86.830002,88.010002,88.120003,38214600,88.010002,2.36,0.6424404,0.1,26,6
2015-06-29,87.5,85.730003,85.800003,86.610001,35957900,85.800003,2.36,0.6424404,0.1,29,6
2015-06-30,86.699997,85.57,85.769997,86.599998,23016500,85.769997,2.36,0.6424404,0.1,30,6
2015-07-01,87.949997,86.489998,86.910004,86.769997,25260000,86.910004,2.32,0.6426787,0.2,1,7
2015-07-02,87.440002,86.339996,87.290001,87.400002,16908800,87.290001,2.32,0.6426787,0.2,2,7
2015-07-06,88.190002,86.389999,87.550003,86.489998,24635900,87.550003,2.32,0.6426787,0.2,6,7
2015-07-07,87.849998,85.230003,87.220001,87.800003,33059900,87.220001,2.32,0.6426787,0.2,7,7
2015-07-08,86.75,85.449997,85.650002,86.290001,24399300,85.650002,2.32,0.6426787,0.2,8,7
2015-07-09,87.599998,85.650002,85.879997,86.730003,23307400,85.879997,2.32,0.6426787,0.2,9,7
2015-07-10,88.220001,86.769997,87.949997,87.349998,23245900,87.949997,2.32,0.6426787,0.2,10,7
2015-07-13,90.220001,88.419998,90.099998,88.660004,29976700,90.099998,2.32,0.6426787,0.2,13,7
2015-07-14,90.800003,89.650002,89.68,90.459999,26627800,89.68,2.32,0.6426787,0.2,14,7
2015-07-15,90.989998,89.419998,89.760002,90,30886600,89.760002,2.32,0.6426787,0.2,15,7
2015-07-16,90.860001,89.769997,90.849998,90.279999,21804100,90.849998,2.32,0.6426787,0.2,16,7
2015-07-17,95.389999,92.540001,94.970001,92.550003,54001600,94.970001,2.32,0.6426787,0.2,17,7
2015-07-20,98.599998,95.360001,97.910004,95.849998,54860500,97.910004,2.32,0.6426787,0.2,20,7
2015-07-21,99.239998,97.139999,98.389999,98.949997,39453300,98.389999,2.32,0.6426787,0.2,21,7
2015-07-22,97.580002,95.919998,97.040001,96.739998,28299500,97.040001,2.32,0.6426787,0.2,22,7
2015-07-23,97.449997,94.809998,95.440002,96.959999,29418800,95.440002,2.32,0.6426787,0.2,23,7
2015-07-24,97.760002,95.879997,96.949997,97.349998,33444900,96.949997,2.32,0.6426787,0.2,24,7
2015-07-27,96.610001,93.830002,94.169998,96.580002,38585400,94.169998,2.32,0.6426787,0.2,27,7
2015-07-28,95.559998,93.309998,95.290001,94.839996,35236000,95.290001,2.32,0.6426787,0.2,28,7
2015-07-29,97.279999,94.739998,96.989998,96.32,64648300,96.989998,2.32,0.6426787,0.2,29,7
2015-07-30,95.809998,91.800003,95.209999,94.910004,86211300,95.209999,2.32,0.6426787,0.2,30,7
2015-07-31,96.330002,93.949997,94.010002,94.949997,46509000,94.010002,2.32,0.6426787,0.2,31,7
2015-08-03,95.080002,92.800003,94.139999,93.529999,29343100,94.139999,2.17,0.6421291,0.2,3,8
2015-08-04,94.730003,93.330002,94.059998,93.790001,20136000,94.059998,2.17,0.6421291,0.2,4,8
2015-08-05,97.089996,95.18,96.440002,95.25,29813200,96.440002,2.17,0.6421291,0.2,5,8
2015-08-06,98.739998,94.419998,95.120003,97.18,42271300,95.120003,2.17,0.6421291,0.2,6,8
2015-08-07,95.400002,93.610001,94.300003,95.379997,23199100,94.300003,2.17,0.6421291,0.2,7,8
2015-08-10,95.900002,93.629997,94.150002,95.68,21624200,94.150002,2.17,0.6421291,0.2,10,8
2015-08-11,94.760002,92.900002,93.620003,93.730003,22491000,93.620003,2.17,0.6421291,0.2,11,8
2015-08-12,94.440002,91.190002,94.190002,92.699997,27050500,94.190002,2.17,0.6421291,0.2,12,8
2015-08-13,94.730003,93.349998,93.43,94.050003,17451800,93.43,2.17,0.6421291,0.2,13,8
2015-08-14,94.720001,93.209999,94.419998,93.540001,15929700,94.419998,2.17,0.6421291,0.2,14,8
2015-08-17,94.459999,93.389999,93.93,94.419998,18313500,93.93,2.17,0.6421291,0.2,17,8
2015-08-18,95.849998,94.040001,95.169998,94.080002,22278800,95.169998,2.17,0.6421291,0.2,18,8
2015-08-19,96.099998,94.160004,95.309998,94.629997,23251300,95.309998,2.17,0.6421291,0.2,19,8
2015-08-20,94.769997,90.459999,90.559998,93.540001,44598200,90.559998,2.17,0.6421291,0.2,20,8
2015-08-21,89.18,85.610001,86.059998,87.519997,62778700,86.059998,2.17,0.6421291,0.2,21,8
2015-08-24,82.089996,72,82.089996,77.029999,83710700,82.089996,2.17,0.6421291,0.2,24,8
2015-08-25,87.669998,83,83,86.949997,52021200,83,2.17,0.6421291,0.2,25,8
2015-08-26,87.459999,83.260002,87.190002,85.949997,45124300,87.190002,2.17,0.6421291,0.2,26,8
2015-08-27,90.059998,87.190002,89.730003,89.099998,42431400,89.730003,2.17,0.6421291,0.2,27,8
2015-08-28,91.480003,89.790001,91.010002,89.879997,33215900,91.010002,2.17,0.6421291,0.2,28,8
2015-08-31,91.050003,88.889999,89.43,90.599998,32850700,89.43,2.17,0.6421291,0.2,31,8
2015-09-01,89.389999,86.5,87.230003,86.849998,36097400,87.230003,2.17,0.6524546,0,1,9
2015-09-02,89.889999,87.629997,89.889999,88.809998,27190500,89.889999,2.17,0.6524546,0,2,9
2015-09-03,89.82,87.730003,88.150002,89.760002,27048200,88.150002,2.17,0.6524546,0,3,9
2015-09-04,88.389999,86.699997,88.260002,87.199997,27328700,88.260002,2.17,0.6524546,0,4,9
2015-09-08,90.239998,88.830002,89.529999,89.690002,27012500,89.529999,2.17,0.6524546,0,8,9
2015-09-09,91.980003,90.169998,90.440002,90.779999,32551100,90.440002,2.17,0.6524546,0,9,9
2015-09-10,92.059998,89.629997,91.980003,90.07,26437400,91.980003,2.17,0.6524546,0,10,9
2015-09-11,92.080002,91.129997,92.050003,91.68,21185000,92.050003,2.17,0.6524546,0,11,9
2015-09-14,92.620003,91.599998,92.309998,92.309998,20127900,92.309998,2.17,0.6524546,0,14,9
2015-09-15,93.25,91.790001,92.900002,92.370003,18859400,92.900002,2.17,0.6524546,0,15,9
2015-09-16,93.599998,92.629997,93.449997,92.900002,16321200,93.449997,2.17,0.6524546,0,16,9
2015-09-17,95.510002,92.900002,94.339996,93.370003,27841800,94.339996,2.17,0.6524546,0,17,9
2015-09-18,95.190002,93.050003,94.400002,93.199997,62300000,94.400002,2.17,0.6524546,0,18,9
2015-09-21,96.489998,94.519997,95.550003,94.620003,28790000,95.550003,2.17,0.6524546,0,21,9
2015-09-22,94.68,91.919998,92.959999,93.769997,36888900,92.959999,2.17,0.6524546,0,22,9
2015-09-23,94.32,92.800003,93.970001,93.400002,21701400,93.970001,2.17,0.6524546,0,23,9
2015-09-24,94.769997,92.239998,94.410004,93.059998,29106000,94.410004,2.17,0.6524546,0,24,9
2015-09-25,95.849998,92.059998,92.769997,95.790001,28961600,92.769997,2.17,0.6524546,0,25,9
2015-09-28,92.290001,88.18,89.209999,92.080002,41199900,89.209999,2.17,0.6524546,0,28,9
2015-09-29,90.059998,85.720001,86.669998,89.099998,42281800,86.669998,2.17,0.6524546,0,29,9
2015-09-30,90.019997,88.010002,89.900002,88.440002,36169100,89.900002,2.17,0.6524546,0,30,9
2015-10-01,90.949997,88.360001,90.949997,90.050003,29283700,90.949997,2.07,0.6519491,0.2,1,10
2015-10-02,92.199997,88.370003,92.07,88.900002,37881700,92.07,2.07,0.6519491,0.2,2,10
2015-10-05,94.269997,92.660004,94.010002,92.940002,27292500,94.010002,2.07,0.6519491,0.2,5,10
2015-10-06,94.169998,92.339996,92.800003,94.080002,22172800,92.800003,2.07,0.6519491,0.2,6,10
2015-10-07,93.660004,91.370003,92.400002,93.110001,24129300,92.400002,2.07,0.6519491,0.2,7,10
2015-10-08,93.220001,90.470001,92.470001,91.889999,27290500,92.470001,2.07,0.6519491,0.2,8,10
2015-10-09,93.739998,92.239998,93.239998,92.900002,20012900,93.239998,2.07,0.6519491,0.2,9,10
2015-10-12,94.599998,92.669998,94.260002,93.32,18449600,94.260002,2.07,0.6519491,0.2,12,10
2015-10-13,95.370003,93.550003,94.120003,93.660004,19480300,94.120003,2.07,0.6519491,0.2,13,10
2015-10-14,95.199997,93.610001,94.07,94.080002,19253400,94.07,2.07,0.6519491,0.2,14,10
2015-10-15,96.300003,94.900002,95.959999,94.989998,27557500,95.959999,2.07,0.6519491,0.2,15,10
2015-10-16,97.589996,95.349998,97.540001,96.18,25412900,97.540001,2.07,0.6519491,0.2,16,10
2015-10-19,98.57,96.919998,98.470001,97.18,23729900,98.470001,2.07,0.6519491,0.2,19,10
2015-10-20,99.589996,96.559998,97,98.730003,30881800,97,2.07,0.6519491,0.2,20,10
2015-10-21,98.18,96.470001,97.110001,97.370003,21917800,97.110001,2.07,0.6519491,0.2,21,10
2015-10-22,99.730003,97.550003,99.669998,97.790001,26392100,99.669998,2.07,0.6519491,0.2,22,10
2015-10-23,102.849998,100.160004,102.190002,101.910004,42809700,102.190002,2.07,0.6519491,0.2,23,10
2015-10-26,103.809998,101.550003,103.769997,102.199997,25961200,103.769997,2.07,0.6519491,0.2,26,10
2015-10-27,104.099998,102.400002,103.699997,102.940002,23795500,103.699997,2.07,0.6519491,0.2,27,10
2015-10-28,104.480003,102.919998,104.199997,103.900002,24081500,104.199997,2.07,0.6519491,0.2,28,10
2015-10-29,105.120003,103.519997,104.879997,103.959999,20316700,104.879997,2.07,0.6519491,0.2,29,10
2015-10-30,104.720001,101.650002,101.970001,104.510002,33487100,101.970001,2.07,0.6519491,0.2,30,10
2015-11-02,103.470001,101.18,103.309998,101.720001,24003900,103.309998,2.26,0.65834,0.5,2,11
2015-11-03,103.650002,102.400002,102.580002,103.220001,21242300,102.580002,2.26,0.65834,0.5,3,11
2015-11-04,104.139999,102.480003,103.940002,103.190002,43469300,103.940002,2.26,0.65834,0.5,4,11
2015-11-05,110.650002,107.949997,108.760002,108.800003,63232900,108.760002,2.26,0.65834,0.5,5,11
2015-11-06,108.739998,105.910004,107.099998,108.040001,35084300,107.099998,2.26,0.65834,0.5,6,11
2015-11-09,108.25,105.860001,106.489998,107,26383500,106.489998,2.26,0.65834,0.5,9,11
2015-11-10,108.150002,105.239998,107.910004,105.959999,25031700,107.910004,2.26,0.65834,0.5,10,11
2015-11-11,109.870003,107.110001,109.010002,108.269997,25057100,109.010002,2.26,0.65834,0.5,11,11
2015-11-12,109.389999,108,108.019997,108.480003,20924700,108.019997,2.26,0.65834,0.5,12,11
2015-11-13,108.25,103.830002,103.949997,107.709999,30278400,103.949997,2.26,0.65834,0.5,13,11
2015-11-16,104.169998,100.470001,104.040001,103.32,49309200,104.040001,2.26,0.65834,0.5,16,11
2015-11-17,106.199997,104.139999,105.129997,104.620003,26807200,105.129997,2.26,0.65834,0.5,17,11
2015-11-18,107.879997,105.389999,107.769997,105.800003,23836500,107.769997,2.26,0.65834,0.5,18,11
2015-11-19,107.730003,105.949997,106.260002,107.360001,25520600,106.260002,2.26,0.65834,0.5,19,11
2015-11-20,107.870003,106.620003,107.32,106.839996,22129600,107.32,2.26,0.65834,0.5,20,11
2015-11-23,107.470001,106.080002,106.949997,107.190002,19897200,106.949997,2.26,0.65834,0.5,23,11
2015-11-24,106.489998,104.389999,105.739998,106,23577300,105.739998,2.26,0.65834,0.5,24,11
2015-11-25,106.599998,105.099998,105.410004,106.330002,15150800,105.410004,2.26,0.65834,0.5,25,11
2015-11-27,105.959999,104.860001,105.449997,105.779999,5913100,105.449997,2.26,0.65834,0.5,27,11
2015-11-30,106.099998,103.75,104.239998,105.839996,20383200,104.239998,2.26,0.65834,0.5,30,11
2015-12-01,107.150002,104.5,107.120003,104.830002,22781900,107.120003,2.24,0.6678365,0.7,1,12
2015-12-02,107.919998,105.790001,106.07,107,24429100,106.07,2.24,0.6678365,0.7,2,12
2015-12-03,106.849998,103.349998,104.379997,106.269997,23236500,104.379997,2.24,0.6678365,0.7,3,12
2015-12-04,107.730003,104.110001,106.18,104.809998,21224700,106.18,2.24,0.6678365,0.7,4,12
2015-12-07,106.830002,104.660004,105.610001,106.480003,15474900,105.610001,2.24,0.6678365,0.7,7,12
2015-12-08,106.910004,103.949997,106.489998,104,20401800,106.489998,2.24,0.6678365,0.7,8,12
2015-12-09,106.440002,103.550003,104.599998,106.18,23517300,104.599998,2.24,0.6678365,0.7,9,12
2015-12-10,106.400002,104.410004,105.419998,105.050003,17454300,105.419998,2.24,0.6678365,0.7,10,12
2015-12-11,104.339996,101.910004,102.120003,104.150002,26427700,102.120003,2.24,0.6678365,0.7,11,12
2015-12-14,104.739998,101.459999,104.660004,102.290001,24648100,104.660004,2.24,0.6678365,0.7,14,12
2015-12-15,105.800003,104.279999,104.550003,105.300003,21764300,104.550003,2.24,0.6678365,0.7,15,12
2015-12-16,107.089996,104.190002,106.790001,105.370003,22680500,106.790001,2.24,0.6678365,0.7,16,12
2015-12-17,107.75,106.129997,106.220001,107.489998,21675700,106.220001,2.24,0.6678365,0.7,17,12
2015-12-18,106.589996,103.970001,104.040001,106.080002,35994200,104.040001,2.24,0.6678365,0.7,18,12
2015-12-21,105.150002,103.599998,104.769997,104.910004,16138800,104.769997,2.24,0.6678365,0.7,21,12
2015-12-22,105.660004,104.809998,105.510002,105.220001,14597100,105.510002,2.24,0.6678365,0.7,22,12
2015-12-23,106.110001,103.860001,104.629997,105.889999,19599700,104.629997,2.24,0.6678365,0.7,23,12
2015-12-24,105.32,104.5,105.019997,104.739998,6501800,105.019997,2.24,0.6678365,0.7,24,12
2015-12-28,105.980003,104.529999,105.93,105.019997,13069700,105.93,2.24,0.6678365,0.7,28,12
2015-12-29,107.739998,106.25,107.260002,106.419998,17179900,107.260002,2.24,0.6678365,0.7,29,12
2015-12-30,107.25,106.059998,106.220001,107,13115000,106.220001,2.24,0.6678365,0.7,30,12
2015-12-31,106.169998,104.620003,104.660004,106,18391100,104.660004,2.24,0.6678365,0.7,31,12
2016-01-04,102.239998,99.75,102.220001,101.949997,37912400,102.220001,2.09,0.694699,1.4,4,1
2016-01-05,103.709999,101.669998,102.730003,102.889999,23258200,102.730003,2.09,0.694699,1.4,5,1
2016-01-06,103.769997,100.900002,102.970001,101.129997,25096200,102.970001,2.09,0.694699,1.4,6,1
2016-01-07,101.43,97.300003,97.919998,100.5,45172900,97.919998,2.09,0.694699,1.4,7,1
2016-01-08,100.5,97.029999,97.330002,99.879997,35402300,97.330002,2.09,0.694699,1.4,8,1
2016-01-11,98.599998,95.389999,97.510002,97.910004,29932400,97.510002,2.09,0.694699,1.4,11,1
2016-01-12,99.959999,97.550003,99.370003,99,28395400,99.370003,2.09,0.694699,1.4,12,1
2016-01-13,100.580002,95.209999,95.440002,100.580002,33410600,95.440002,2.09,0.694699,1.4,13,1
2016-01-14,98.870003,92.449997,98.370003,95.849998,48658600,98.370003,2.09,0.694699,1.4,14,1
2016-01-15,96.379997,93.540001,94.970001,93.980003,46132800,94.970001,2.09,0.694699,1.4,15,1
2016-01-19,97.419998,93.919998,95.260002,96.529999,30998300,95.260002,2.09,0.694699,1.4,19,1
2016-01-20,95,89.370003,94.349998,92.830002,59051400,94.349998,2.09,0.694699,1.4,20,1
2016-01-21,95.989998,92.620003,94.160004,94.910004,30518900,94.160004,2.09,0.694699,1.4,21,1
2016-01-22,98.07,95.489998,97.940002,96.410004,30495400,97.940002,2.09,0.694699,1.4,22,1
2016-01-25,99.480003,96.93,97.010002,98.720001,32482000,97.010002,2.09,0.694699,1.4,25,1
2016-01-26,97.879997,95.660004,97.339996,97.760002,26877100,97.339996,2.09,0.694699,1.4,26,1
2016-01-27,97.849998,94.230003,94.449997,97.790001,58699400,94.449997,2.09,0.694699,1.4,27,1
2016-01-28,110.339996,104.809998,109.110001,107.199997,107475300,109.110001,2.09,0.694699,1.4,28,1
2016-01-29,112.839996,108.839996,112.209999,108.989998,62739500,112.209999,2.09,0.694699,1.4,29,1
2016-02-01,115.720001,112.010002,115.089996,112.269997,46132700,115.089996,1.78,0.699621,1,1,2
2016-02-02,117.589996,113.199997,114.610001,114.800003,59778600,114.610001,1.78,0.699621,1,2,2
2016-02-03,115.339996,109.75,112.690002,115.269997,56919300,112.690002,1.78,0.699621,1,3,2
2016-02-04,111.940002,109.25,110.489998,111.800003,38890200,110.489998,1.78,0.699621,1,4,2
2016-02-05,109.580002,103.18,104.07,109.510002,76894700,104.07,1.78,0.699621,1,5,2
2016-02-08,102.68,97.459999,99.75,100.410004,71229700,99.75,1.78,0.699621,1,8,2
2016-02-09,102.400002,96.82,99.540001,97.139999,62709000,99.540001,1.78,0.699621,1,9,2
2016-02-10,103.25,100.239998,101,101.550003,45179400,101,1.78,0.699621,1,10,2
2016-02-11,105.110001,98.879997,101.910004,99.599998,43670600,101.910004,1.78,0.699621,1,11,2
2016-02-12,104.239998,101.089996,102.010002,103.739998,36176800,102.010002,1.78,0.699621,1,12,2
2016-02-16,103.93,100.239998,101.610001,103.800003,45687200,101.610001,1.78,0.699621,1,16,2
2016-02-17,105.720001,100.400002,105.199997,102.019997,44073400,105.199997,1.78,0.699621,1,17,2
2016-02-18,106,103.029999,103.470001,105.800003,29593500,103.470001,1.78,0.699621,1,18,2
2016-02-19,105.019997,102.059998,104.57,102.550003,32404500,104.57,1.78,0.699621,1,19,2
2016-02-22,108.25,105.339996,107.160004,105.489998,35709700,107.160004,1.78,0.699621,1,22,2
2016-02-23,107.470001,105.120003,105.459999,106.849998,25319300,105.459999,1.78,0.699621,1,23,2
2016-02-24,106.949997,102.739998,106.879997,104.209999,34412400,106.879997,1.78,0.699621,1,24,2
2016-02-25,108.07,105.610001,108.07,107.110001,29906300,108.07,1.78,0.699621,1,25,2
2016-02-26,109.449997,107.160004,107.919998,108.699997,26686200,107.919998,1.78,0.699621,1,26,2
2016-02-29,108.910004,106.75,106.919998,107.599998,32779000,106.919998,1.78,0.699621,1,29,2
2016-03-01,109.82,107.599998,109.82,107.830002,26817300,109.82,1.89,0.7020652,0.9,1,3
2016-03-02,110.550003,108.769997,109.949997,109.68,25670200,109.949997,1.89,0.7020652,0.9,2,3
2016-03-03,110.300003,108.540001,109.580002,110.25,21353100,109.580002,1.89,0.7020652,0.9,3,3
2016-03-04,110.050003,107.93,108.389999,110.050003,24938900,108.389999,1.89,0.7020652,0.9,4,3
2016-03-07,108.07,104.720001,105.730003,108.07,31436400,105.730003,1.89,0.7020652,0.9,7,3
2016-03-08,107.370003,104.400002,105.93,104.779999,25617000,105.93,1.89,0.7020652,0.9,8,3
2016-03-09,107.510002,105.489998,107.510002,106.699997,20493300,107.510002,1.89,0.7020652,0.9,9,3
2016-03-10,108.660004,105.769997,107.32,107.910004,24854300,107.32,1.89,0.7020652,0.9,10,3
2016-03-11,109.419998,107.919998,109.410004,108.480003,20697600,109.410004,1.89,0.7020652,0.9,11,3
2016-03-14,110.330002,108.769997,109.889999,109.279999,17249400,109.889999,1.89,0.7020652,0.9,14,3
2016-03-15,110.830002,108.839996,110.669998,109.110001,17618500,110.669998,1.89,0.7020652,0.9,15,3
2016-03-16,112.5,110.099998,112.18,110.489998,24744800,112.18,1.89,0.7020652,0.9,16,3
2016-03-17,112.690002,110.730003,111.019997,112.150002,24241200,111.019997,1.89,0.7020652,0.9,17,3
2016-03-18,112.419998,110.269997,111.449997,111.559998,36256900,111.449997,1.89,0.7020652,0.9,18,3
2016-03-21,112.370003,111.029999,111.849998,111.660004,18448000,111.849998,1.89,0.7020652,0.9,21,3
2016-03-22,112.879997,111.169998,112.25,111.360001,19001100,112.25,1.89,0.7020652,0.9,22,3
2016-03-23,113.190002,112,112.540001,112.010002,18562000,112.540001,1.89,0.7020652,0.9,23,3
2016-03-24,113.089996,111.68,113.050003,112.129997,17839100,113.050003,1.89,0.7020652,0.9,24,3
2016-03-28,114.589996,112.949997,113.690002,113.32,21351800,113.690002,1.89,0.7020652,0.9,28,3
2016-03-29,116.32,113.639999,116.139999,113.830002,29825300,116.139999,1.89,0.7020652,0.9,29,3
2016-03-30,116.989998,114.360001,114.699997,116.730003,33235200,114.699997,1.89,0.7020652,0.9,30,3
2016-03-31,115.010002,113.769997,114.099998,114.699997,21207500,114.099998,1.89,0.7020652,0.9,31,3
2016-04-01,116.169998,113.349998,116.059998,113.75,24760500,116.059998,1.81,0.6987543,1.1,1,4
2016-04-04,114.550003,111.610001,112.550003,114.07,48487900,112.550003,1.81,0.6987543,1.1,4,4
2016-04-05,113.32,111.900002,112.220001,112.110001,22962400,112.220001,1.81,0.6987543,1.1,5,4
2016-04-06,113.809998,112.419998,113.709999,112.470001,20814600,113.709999,1.81,0.6987543,1.1,6,4
2016-04-07,114.889999,113.07,113.639999,113.790001,20714500,113.639999,1.81,0.6987543,1.1,7,4
2016-04-08,114.330002,109.900002,110.629997,114.25,48497800,110.629997,1.81,0.6987543,1.1,8,4
2016-04-11,110.910004,108.769997,108.989998,110.699997,39762300,108.989998,1.81,0.6987543,1.1,11,4
2016-04-12,111.160004,108.989998,110.610001,109.339996,26248100,110.610001,1.81,0.6987543,1.1,12,4
2016-04-13,112.650002,106.519997,110.510002,112.230003,88227400,110.510002,1.81,0.6987543,1.1,13,4
2016-04-14,112.040001,110.260002,110.839996,110.620003,28473300,110.839996,1.81,0.6987543,1.1,14,4
2016-04-15,110.970001,109.199997,109.639999,110.790001,20922800,109.639999,1.81,0.6987543,1.1,15,4
2016-04-18,110.809998,109.199997,110.449997,109.739998,21167200,110.449997,1.81,0.6987543,1.1,18,4
