Date,High,Low,Close,Adj Close,Volume,Open,Interest,Currency,Inflation,Day,Month
2001-07-02,0.7355,0.6925,0.7265,0.7265,126690000,0.705,5.24,0.7065417,2.7,2,7
2001-07-03,0.725,0.7,0.7065,0.7065,54022000,0.7245,5.24,0.7065417,2.7,3,7
2001-07-05,0.7725,0.71,0.7635,0.7635,241664000,0.714,5.24,0.7065417,2.7,5,7
2001-07-06,0.786,0.74,0.7635,0.7635,181824000,0.745,5.24,0.7065417,2.7,6,7
2001-07-09,0.795,0.7555,0.7905,0.7905,160020000,0.7675,5.24,0.7065417,2.7,9,7
2001-07-10,0.806,0.78,0.7805,0.7805,172854000,0.804,5.24,0.7065417,2.7,10,7
2001-07-11,0.79,0.7475,0.767,0.767,116436000,0.7715,5.24,0.7065417,2.7,11,7
2001-07-12,0.827,0.785,0.8245,0.8245,119530000,0.785,5.24,0.7065417,2.7,12,7
2001-07-13,0.85,0.805,0.849,0.849,136966000,0.813,5.24,0.7065417,2.7,13,7
2001-07-16,0.871,0.8005,0.8005,0.8005,146316000,0.847,5.24,0.7065417,2.7,16,7
2001-07-17,0.8245,0.7915,0.8175,0.8175,74124000,0.792,5.24,0.7065417,2.7,17,7
2001-07-18,0.8325,0.794,0.798,0.798,73462000,0.8035,5.24,0.7065417,2.7,18,7
2001-07-19,0.84,0.807,0.8245,0.8245,104256000,0.8075,5.24,0.7065417,2.7,19,7
2001-07-20,0.8625,0.8225,0.849,0.849,74714000,0.8265,5.24,0.7065417,2.7,20,7
2001-07-23,0.8565,0.798,0.8015,0.8015,173278000,0.851,5.24,0.7065417,2.7,23,7
2001-07-24,0.7,0.595,0.603,0.603,651458000,0.681,5.24,0.7065417,2.7,24,7
2001-07-25,0.6155,0.5535,0.5755,0.5755,251194000,0.6145,5.24,0.7065417,2.7,25,7
2001-07-26,0.6375,0.5615,0.6165,0.6165,210050000,0.5835,5.24,0.7065417,2.7,26,7
2001-07-27,0.6215,0.585,0.6125,0.6125,181518000,0.6165,5.24,0.7065417,2.7,27,7
2001-07-30,0.6375,0.599,0.6275,0.6275,103620000,0.6105,5.24,0.7065417,2.7,30,7
2001-07-31,0.643,0.6115,0.6245,0.6245,87578000,0.632,5.24,0.7065417,2.7,31,7
2001-08-01,0.643,0.6085,0.625,0.625,110212000,0.6365,4.97,0.6953624,2.7,1,8
2001-08-02,0.63,0.605,0.6095,0.6095,77450000,0.6295,4.97,0.6953624,2.7,2,8
2001-08-03,0.6195,0.6055,0.6075,0.6075,61698000,0.612,4.97,0.6953624,2.7,3,8
2001-08-06,0.61,0.5925,0.595,0.595,53236000,0.609,4.97,0.6953624,2.7,6,8
2001-08-07,0.595,0.576,0.58,0.58,51204000,0.5945,4.97,0.6953624,2.7,7,8
2001-08-08,0.5775,0.5515,0.5555,0.5555,67468000,0.5755,4.97,0.6953624,2.7,8,8
2001-08-09,0.5585,0.5125,0.523,0.523,120980000,0.557,4.97,0.6953624,2.7,9,8
2001-08-10,0.5325,0.497,0.4975,0.4975,183746000,0.529,4.97,0.6953624,2.7,10,8
2001-08-13,0.515,0.4885,0.506,0.506,96630000,0.505,4.97,0.6953624,2.7,13,8
2001-08-14,0.552,0.5135,0.5265,0.5265,96142000,0.516,4.97,0.6953624,2.7,14,8
2001-08-15,0.5415,0.5,0.504,0.504,67170000,0.527,4.97,0.6953624,2.7,15,8
2001-08-16,0.5075,0.47,0.4905,0.4905,124542000,0.504,4.97,0.6953624,2.7,16,8
2001-08-17,0.5045,0.4725,0.4995,0.4995,107212000,0.4755,4.97,0.6953624,2.7,17,8
2001-08-20,0.5205,0.4975,0.52,0.52,72280000,0.5095,4.97,0.6953624,2.7,20,8
2001-08-21,0.5395,0.494,0.4945,0.4945,102766000,0.535,4.97,0.6953624,2.7,21,8
2001-08-22,0.5115,0.4795,0.51,0.51,82524000,0.508,4.97,0.6953624,2.7,22,8
2001-08-23,0.508,0.4785,0.4815,0.4815,80014000,0.5065,4.97,0.6953624,2.7,23,8
2001-08-24,0.515,0.486,0.5115,0.5115,75598000,0.492,4.97,0.6953624,2.7,24,8
2001-08-27,0.5135,0.4955,0.5065,0.5065,52360000,0.5045,4.97,0.6953624,2.7,27,8
2001-08-28,0.5075,0.478,0.4985,0.4985,64582000,0.506,4.97,0.6953624,2.7,28,8
2001-08-29,0.5025,0.4505,0.4595,0.4595,76072000,0.502,4.97,0.6953624,2.7,29,8
2001-08-30,0.4745,0.4275,0.4345,0.4345,117028000,0.453,4.97,0.6953624,2.7,30,8
2001-08-31,0.465,0.4345,0.447,0.447,72832000,0.435,4.97,0.6953624,2.7,31,8
2001-09-04,0.4595,0.426,0.4295,0.4295,97154000,0.4475,4.73,0.6825602,2.6,4,9
2001-09-05,0.434,0.3425,0.3825,0.3825,421468000,0.433,4.73,0.6825602,2.6,5,9
2001-09-06,0.4095,0.3835,0.4075,0.4075,142632000,0.392,4.73,0.6825602,2.6,6,9
2001-09-07,0.4305,0.3925,0.4255,0.4255,142442000,0.398,4.73,0.6825602,2.6,7,9
2001-09-10,0.4325,0.403,0.4315,0.4315,116672000,0.42,4.73,0.6825602,2.6,10,9
2001-09-17,0.4025,0.3525,0.3745,0.3745,211470000,0.365,4.73,0.6825602,2.6,17,9
2001-09-18,0.3875,0.3625,0.3645,0.3645,125418000,0.3795,4.73,0.6825602,2.6,18,9
2001-09-19,0.3725,0.332,0.3655,0.3655,188730000,0.3675,4.73,0.6825602,2.6,19,9
2001-09-20,0.382,0.3525,0.374,0.374,172618000,0.3555,4.73,0.6825602,2.6,20,9
2001-09-21,0.386,0.3345,0.374,0.374,257322000,0.3475,4.73,0.6825602,2.6,21,9
2001-09-24,0.3915,0.367,0.373,0.373,102054000,0.385,4.73,0.6825602,2.6,24,9
2001-09-25,0.3785,0.351,0.3545,0.3545,97262000,0.3745,4.73,0.6825602,2.6,25,9
2001-09-26,0.3615,0.3,0.3175,0.3175,156782000,0.36,4.73,0.6825602,2.6,26,9
2001-09-27,0.332,0.2835,0.31,0.31,165500000,0.3235,4.73,0.6825602,2.6,27,9
2001-09-28,0.3235,0.2915,0.2985,0.2985,139344000,0.3125,4.73,0.6825602,2.6,28,9
2001-10-01,0.305,0.2755,0.3005,0.3005,159888000,0.2955,4.57,0.6889161,2.1,1,10
2001-10-02,0.3085,0.2975,0.304,0.304,113554000,0.3085,4.57,0.6889161,2.1,2,10
2001-10-03,0.3605,0.301,0.338,0.338,106470000,0.3085,4.57,0.6889161,2.1,3,10
2001-10-04,0.3935,0.334,0.352,0.352,124344000,0.3545,4.57,0.6889161,2.1,4,10
2001-10-05,0.395,0.337,0.36,0.36,118018000,0.3485,4.57,0.6889161,2.1,5,10
2001-10-08,0.365,0.3455,0.356,0.356,78688000,0.3535,4.57,0.6889161,2.1,8,10
2001-10-09,0.356,0.3335,0.3455,0.3455,55336000,0.3555,4.57,0.6889161,2.1,9,10
2001-10-10,0.3655,0.34,0.363,0.363,61660000,0.345,4.57,0.6889161,2.1,10,10
2001-10-11,0.408,0.375,0.3925,0.3925,133306000,0.377,4.57,0.6889161,2.1,11,10
2001-10-12,0.4075,0.3735,0.4035,0.4035,72592000,0.388,4.57,0.6889161,2.1,12,10
2001-10-15,0.46,0.4115,0.444,0.444,172036000,0.412,4.57,0.6889161,2.1,15,10
2001-10-16,0.4875,0.4555,0.478,0.478,165992000,0.4615,4.57,0.6889161,2.1,16,10
2001-10-17,0.4995,0.4425,0.446,0.446,178890000,0.499,4.57,0.6889161,2.1,17,10
2001-10-18,0.4615,0.419,0.4235,0.4235,87066000,0.4455,4.57,0.6889161,2.1,18,10
2001-10-19,0.426,0.375,0.4005,0.4005,140146000,0.4245,4.57,0.6889161,2.1,19,10
2001-10-22,0.4415,0.402,0.4385,0.4385,84620000,0.4035,4.57,0.6889161,2.1,22,10
2001-10-23,0.48,0.4425,0.4775,0.4775,244528000,0.4625,4.57,0.6889161,2.1,23,10
2001-10-24,0.4075,0.37,0.382,0.382,533848000,0.4025,4.57,0.6889161,2.1,24,10
2001-10-25,0.389,0.3575,0.3885,0.3885,185356000,0.3695,4.57,0.6889161,2.1,25,10
2001-10-26,0.4005,0.3755,0.378,0.378,122142000,0.3815,4.57,0.6889161,2.1,26,10
2001-10-29,0.383,0.352,0.3525,0.3525,103236000,0.3805,4.57,0.6889161,2.1,29,10
2001-10-30,0.3515,0.316,0.321,0.321,201110000,0.3505,4.57,0.6889161,2.1,30,10
2001-10-31,0.351,0.3275,0.349,0.349,154830000,0.3395,4.57,0.6889161,2.1,31,10
2001-11-01,0.355,0.33,0.3475,0.3475,101070000,0.354,4.65,0.69644,1.9,1,11
2001-11-02,0.3475,0.3335,0.3355,0.3355,73942000,0.3475,4.65,0.69644,1.9,2,11
2001-11-05,0.36,0.348,0.3495,0.3495,125756000,0.355,4.65,0.69644,1.9,5,11
2001-11-06,0.3565,0.3455,0.3525,0.3525,112156000,0.354,4.65,0.69644,1.9,6,11
2001-11-07,0.384,0.35,0.3715,0.3715,194312000,0.3505,4.65,0.69644,1.9,7,11
2001-11-08,0.3835,0.337,0.3485,0.3485,189794000,0.383,4.65,0.69644,1.9,8,11
2001-11-09,0.361,0.3485,0.356,0.356,88008000,0.3525,4.65,0.69644,1.9,9,11
2001-11-12,0.362,0.34,0.3525,0.3525,76546000,0.358,4.65,0.69644,1.9,12,11
2001-11-13,0.3765,0.36,0.3645,0.3645,122726000,0.372,4.65,0.69644,1.9,13,11
2001-11-14,0.4745,0.38,0.4745,0.4745,590596000,0.3815,4.65,0.69644,1.9,14,11
2001-11-15,0.495,0.4375,0.4525,0.4525,418964000,0.461,4.65,0.69644,1.9,15,11
2001-11-16,0.4675,0.4375,0.4475,0.4475,261240000,0.4605,4.65,0.69644,1.9,16,11
2001-11-19,0.475,0.45,0.4595,0.4595,200228000,0.4675,4.65,0.69644,1.9,19,11
2001-11-20,0.465,0.43,0.43,0.43,149040000,0.4535,4.65,0.69644,1.9,20,11
2001-11-21,0.4485,0.402,0.44,0.44,179932000,0.437,4.65,0.69644,1.9,21,11
2001-11-23,0.457,0.428,0.454,0.454,81456000,0.445,4.65,0.69644,1.9,23,11
2001-11-26,0.611,0.49,0.6105,0.6105,1013784000,0.4915,4.65,0.69644,1.9,26,11
2001-11-27,0.6125,0.561,0.574,0.574,686176000,0.6025,4.65,0.69644,1.9,27,11
2001-11-28,0.62,0.559,0.5795,0.5795,970324000,0.562,4.65,0.69644,1.9,28,11
2001-11-29,0.595,0.5395,0.5575,0.5575,405480000,0.5945,4.65,0.69644,1.9,29,11
2001-11-30,0.5775,0.54,0.566,0.566,177776000,0.565,4.65,0.69644,1.9,30,11
2001-12-03,0.554,0.524,0.5245,0.5245,190518000,0.551,5.09,0.6936694,1.6,3,12
2001-12-04,0.6025,0.5355,0.5965,0.5965,289994000,0.5465,5.09,0.6936694,1.6,4,12
2001-12-05,0.64,0.5875,0.588,0.588,478244000,0.62,5.09,0.6936694,1.6,5,12
2001-12-06,0.62,0.5925,0.605,0.605,249692000,0.602,5.09,0.6936694,1.6,6,12
2001-12-07,0.615,0.575,0.5855,0.5855,141760000,0.6145,5.09,0.6936694,1.6,7,12
2001-12-10,0.6075,0.572,0.5825,0.5825,170318000,0.5775,5.09,0.6936694,1.6,10,12
2001-12-11,0.6215,0.589,0.612,0.612,282680000,0.6,5.09,0.6936694,1.6,11,12
2001-12-12,0.6215,0.5815,0.5955,0.5955,161502000,0.6215,5.09,0.6936694,1.6,12,12
2001-12-13,0.59,0.5425,0.5445,0.5445,157482000,0.577,5.09,0.6936694,1.6,13,12
2001-12-14,0.56,0.5035,0.55,0.55,200492000,0.555,5.09,0.6936694,1.6,14,12
2001-12-17,0.557,0.509,0.5405,0.5405,171986000,0.555,5.09,0.6936694,1.6,17,12
2001-12-18,0.568,0.531,0.543,0.543,147084000,0.5525,5.09,0.6936694,1.6,18,12
2001-12-19,0.5575,0.5255,0.5355,0.5355,140074000,0.5365,5.09,0.6936694,1.6,19,12
2001-12-20,0.5415,0.507,0.5075,0.5075,157024000,0.5285,5.09,0.6936694,1.6,20,12
2001-12-21,0.553,0.5,0.5,0.5,278898000,0.5155,5.09,0.6936694,1.6,21,12
2001-12-24,0.511,0.4755,0.4915,0.4915,124738000,0.5075,5.09,0.6936694,1.6,24,12
2001-12-26,0.564,0.5435,0.555,0.555,363970000,0.5485,5.09,0.6936694,1.6,26,12
2001-12-27,0.5745,0.5285,0.53,0.53,216802000,0.5665,5.09,0.6936694,1.6,27,12
2001-12-28,0.554,0.5345,0.545,0.545,205158000,0.5455,5.09,0.6936694,1.6,28,12
2001-12-31,0.5595,0.537,0.541,0.541,120694000,0.5535,5.09,0.6936694,1.6,31,12
2002-01-02,0.55,0.524,0.548,0.548,130392000,0.5465,5.04,0.6984069,1.1,2,1
2002-01-03,0.597,0.5525,0.595,0.595,217514000,0.5565,5.04,0.6984069,1.1,3,1
2002-01-04,0.62,0.5975,0.6125,0.6125,253746000,0.601,5.04,0.6984069,1.1,4,1
2002-01-07,0.6255,0.604,0.617,0.617,243658000,0.604,5.04,0.6984069,1.1,7,1
2002-01-08,0.616,0.5875,0.5925,0.5925,120822000,0.6135,5.04,0.6984069,1.1,8,1
2002-01-09,0.6085,0.565,0.5765,0.5765,217592000,0.598,5.04,0.6984069,1.1,9,1
2002-01-10,0.5835,0.5435,0.552,0.552,162518000,0.583,5.04,0.6984069,1.1,10,1
2002-01-11,0.567,0.5465,0.5515,0.5515,85536000,0.5515,5.04,0.6984069,1.1,11,1
2002-01-14,0.5415,0.5045,0.5055,0.5055,119466000,0.54,5.04,0.6984069,1.1,14,1
2002-01-15,0.521,0.508,0.5145,0.5145,101846000,0.517,5.04,0.6984069,1.1,15,1
2002-01-16,0.5005,0.4515,0.4565,0.4565,300798000,0.5005,5.04,0.6984069,1.1,16,1
2002-01-17,0.4925,0.47,0.487,0.487,332614000,0.491,5.04,0.6984069,1.1,17,1
2002-01-18,0.5275,0.4695,0.508,0.508,229870000,0.48,5.04,0.6984069,1.1,18,1
2002-01-22,0.6395,0.607,0.63,0.63,1132918000,0.637,5.04,0.6984069,1.1,22,1
2002-01-23,0.63,0.595,0.6235,0.6235,360632000,0.6245,5.04,0.6984069,1.1,23,1
2002-01-24,0.703,0.6355,0.7005,0.7005,469372000,0.6375,5.04,0.6984069,1.1,24,1
2002-01-25,0.7695,0.6695,0.722,0.722,605530000,0.678,5.04,0.6984069,1.1,25,1
2002-01-28,0.7885,0.738,0.775,0.775,460320000,0.743,5.04,0.6984069,1.1,28,1
2002-01-29,0.7775,0.6985,0.711,0.711,404898000,0.777,5.04,0.6984069,1.1,29,1
2002-01-30,0.7125,0.66,0.695,0.695,295036000,0.699,5.04,0.6984069,1.1,30,1
2002-01-31,0.7245,0.6705,0.7095,0.7095,209706000,0.706,5.04,0.6984069,1.1,31,1
2002-02-01,0.7045,0.6675,0.6865,0.6865,156028000,0.7035,4.91,0.7024484,1.1,1,2
2002-02-04,0.6545,0.6215,0.6265,0.6265,382716000,0.6455,4.91,0.7024484,1.1,4,2
2002-02-05,0.6145,0.558,0.575,0.575,286314000,0.599,4.91,0.7024484,1.1,5,2
2002-02-06,0.6,0.56,0.563,0.563,177188000,0.595,4.91,0.7024484,1.1,6,2
2002-02-07,0.5925,0.553,0.562,0.562,143448000,0.5625,4.91,0.7024484,1.1,7,2
2002-02-08,0.6335,0.575,0.626,0.626,121712000,0.5755,4.91,0.7024484,1.1,8,2
2002-02-11,0.675,0.627,0.665,0.665,189394000,0.632,4.91,0.7024484,1.1,11,2
2002-02-12,0.662,0.625,0.645,0.645,149268000,0.6515,4.91,0.7024484,1.1,12,2
2002-02-13,0.6665,0.653,0.6645,0.6645,120816000,0.655,4.91,0.7024484,1.1,13,2
2002-02-14,0.713,0.665,0.694,0.694,185630000,0.667,4.91,0.7024484,1.1,14,2
2002-02-15,0.702,0.6635,0.6705,0.6705,145308000,0.6955,4.91,0.7024484,1.1,15,2
2002-02-19,0.692,0.64,0.6505,0.6505,165838000,0.6475,4.91,0.7024484,1.1,19,2
2002-02-20,0.67,0.6075,0.648,0.648,160322000,0.6595,4.91,0.7024484,1.1,20,2
2002-02-21,0.6825,0.645,0.663,0.663,165524000,0.6455,4.91,0.7024484,1.1,21,2
2002-02-22,0.6615,0.635,0.6535,0.6535,157308000,0.6525,4.91,0.7024484,1.1,22,2
2002-02-25,0.687,0.65,0.6865,0.6865,114694000,0.6545,4.91,0.7024484,1.1,25,2
2002-02-26,0.7245,0.6725,0.72,0.72,166210000,0.6755,4.91,0.7024484,1.1,26,2
2002-02-27,0.7365,0.706,0.7135,0.7135,171012000,0.7275,4.91,0.7024484,1.1,27,2
2002-02-28,0.7375,0.6965,0.705,0.705,121048000,0.7145,4.91,0.7024484,1.1,28,2
2002-03-01,0.77,0.706,0.7695,0.7695,196784000,0.7065,5.28,0.7024983,1.5,1,3
2002-03-04,0.8245,0.77,0.824,0.824,278564000,0.771,5.28,0.7024983,1.5,4,3
2002-03-05,0.834,0.7765,0.7985,0.7985,176194000,0.8,5.28,0.7024983,1.5,5,3
2002-03-06,0.8295,0.741,0.8165,0.8165,285254000,0.741,5.28,0.7024983,1.5,6,3
2002-03-07,0.8475,0.77,0.781,0.781,185446000,0.8205,5.28,0.7024983,1.5,7,3
2002-03-08,0.848,0.7965,0.8175,0.8175,188696000,0.8125,5.28,0.7024983,1.5,8,3
2002-03-11,0.844,0.793,0.8355,0.8355,132494000,0.802,5.28,0.7024983,1.5,11,3
2002-03-12,0.8295,0.802,0.8155,0.8155,112382000,0.8175,5.28,0.7024983,1.5,12,3
2002-03-13,0.817,0.782,0.787,0.787,111188000,0.8025,5.28,0.7024983,1.5,13,3
2002-03-14,0.775,0.714,0.724,0.724,303386000,0.7495,5.28,0.7024983,1.5,14,3
2002-03-15,0.7145,0.6775,0.7015,0.7015,246414000,0.7135,5.28,0.7024983,1.5,15,3
2002-03-18,0.764,0.707,0.7505,0.7505,196636000,0.7075,5.28,0.7024983,1.5,18,3
2002-03-19,0.77,0.728,0.733,0.733,97874000,0.7575,5.28,0.7024983,1.5,19,3
2002-03-20,0.7565,0.715,0.725,0.725,143586000,0.724,5.28,0.7024983,1.5,20,3
2002-03-21,0.762,0.728,0.7585,0.7585,111558000,0.731,5.28,0.7024983,1.5,21,3
2002-03-22,0.78,0.755,0.7765,0.7765,103700000,0.756,5.28,0.7024983,1.5,22,3
2002-03-25,0.7865,0.736,0.737,0.737,102322000,0.7735,5.28,0.7024983,1.5,25,3
2002-03-26,0.7725,0.7275,0.7415,0.7415,98502000,0.732,5.28,0.7024983,1.5,26,3
2002-03-27,0.7175,0.685,0.7125,0.7125,162926000,0.695,5.28,0.7024983,1.5,27,3
2002-03-28,0.7325,0.7125,0.715,0.715,62450000,0.72,5.28,0.7024983,1.5,28,3
2002-04-01,0.74,0.707,0.74,0.74,95358000,0.714,5.21,0.692691,1.6,1,4
2002-04-02,0.7545,0.7095,0.7125,0.7125,95428000,0.732,5.21,0.692691,1.6,2,4
2002-04-03,0.7225,0.68,0.6835,0.6835,90682000,0.7185,5.21,0.692691,1.6,3,4
2002-04-04,0.69,0.6615,0.677,0.677,114634000,0.6865,5.21,0.692691,1.6,4,4
2002-04-05,0.702,0.6655,0.675,0.675,90000000,0.6835,5.21,0.692691,1.6,5,4
2002-04-08,0.698,0.648,0.6975,0.6975,105556000,0.6485,5.21,0.692691,1.6,8,4
2002-04-09,0.7295,0.678,0.68,0.68,129180000,0.7035,5.21,0.692691,1.6,9,4
2002-04-10,0.7,0.6525,0.674,0.674,105134000,0.688,5.21,0.692691,1.6,10,4
2002-04-11,0.664,0.626,0.637,0.637,119152000,0.664,5.21,0.692691,1.6,11,4
2002-04-12,0.6805,0.6425,0.6655,0.6655,107582000,0.645,5.21,0.692691,1.6,12,4
2002-04-15,0.705,0.6675,0.6945,0.6945,95074000,0.671,5.21,0.692691,1.6,15,4
2002-04-16,0.7145,0.686,0.7005,0.7005,73620000,0.709,5.21,0.692691,1.6,16,4
2002-04-17,0.75,0.712,0.741,0.741,155122000,0.712,5.21,0.692691,1.6,17,4
2002-04-18,0.743,0.6975,0.713,0.713,77528000,0.735,5.21,0.692691,1.6,18,4
2002-04-19,0.737,0.7075,0.7265,0.7265,74552000,0.719,5.21,0.692691,1.6,19,4
2002-04-22,0.7425,0.7075,0.7155,0.7155,105806000,0.729,5.21,0.692691,1.6,22,4
2002-04-23,0.7375,0.694,0.703,0.703,161538000,0.7175,5.21,0.692691,1.6,23,4
2002-04-24,0.8425,0.7525,0.8395,0.8395,689188000,0.7615,5.21,0.692691,1.6,24,4
2002-04-25,0.8525,0.8205,0.841,0.841,234604000,0.8255,5.21,0.692691,1.6,25,4
2002-04-26,0.8475,0.816,0.8455,0.8455,162714000,0.843,5.21,0.692691,1.6,26,4
2002-04-29,0.85,0.795,0.809,0.809,168304000,0.8375,5.21,0.692691,1.6,29,4
2002-04-30,0.838,0.7965,0.8345,0.8345,128416000,0.8065,5.21,0.692691,1.6,30,4
2002-05-01,0.8525,0.821,0.8245,0.8245,154026000,0.8275,5.16,0.6849979,1.2,1,5
2002-05-02,0.8325,0.8125,0.816,0.816,96380000,0.8215,5.16,0.6849979,1.2,2,5
2002-05-03,0.82,0.7875,0.8025,0.8025,103220000,0.8115,5.16,0.6849979,1.2,3,5
2002-05-06,0.8245,0.7875,0.806,0.806,107052000,0.797,5.16,0.6849979,1.2,6,5
2002-05-07,0.8175,0.8015,0.8055,0.8055,110874000,0.8055,5.16,0.6849979,1.2,7,5
2002-05-08,0.873,0.825,0.866,0.866,157768000,0.8275,5.16,0.6849979,1.2,8,5
2002-05-09,0.9115,0.855,0.8865,0.8865,220046000,0.856,5.16,0.6849979,1.2,9,5
2002-05-10,0.898,0.84,0.847,0.847,151456000,0.8945,5.16,0.6849979,1.2,10,5
2002-05-13,0.8815,0.8425,0.866,0.866,134002000,0.8585,5.16,0.6849979,1.2,13,5
2002-05-14,0.9725,0.901,0.9405,0.9405,293194000,0.902,5.16,0.6849979,1.2,14,5
2002-05-15,1.02,0.9175,0.997,0.997,257962000,0.934,5.16,0.6849979,1.2,15,5
2002-05-16,0.9975,0.9645,0.9805,0.9805,156314000,0.9755,5.16,0.6849979,1.2,16,5
2002-05-17,1,0.9405,0.958,0.958,128938000,0.9985,5.16,0.6849979,1.2,17,5
2002-05-20,0.974,0.9385,0.9695,0.9695,169216000,0.94,5.16,0.6849979,1.2,20,5
2002-05-21,0.99,0.9275,0.938,0.938,155270000,0.977,5.16,0.6849979,1.2,21,5
2002-05-22,0.9565,0.911,0.9375,0.9375,101504000,0.9335,5.16,0.6849979,1.2,22,5
2002-05-23,0.9775,0.9305,0.9725,0.9725,112964000,0.942,5.16,0.6849979,1.2,23,5
2002-05-24,0.9845,0.953,0.9735,0.9735,85006000,0.97,5.16,0.6849979,1.2,24,5
2002-05-28,0.9805,0.9385,0.953,0.953,79066000,0.9785,5.16,0.6849979,1.2,28,5
2002-05-29,0.955,0.94,0.9455,0.9455,72282000,0.941,5.16,0.6849979,1.2,29,5
2002-05-30,0.947,0.904,0.9185,0.9185,148642000,0.935,5.16,0.6849979,1.2,30,5
2002-05-31,0.9445,0.91,0.9115,0.9115,101628000,0.925,5.16,0.6849979,1.2,31,5
2002-06-03,0.925,0.8965,0.898,0.898,74328000,0.9155,4.93,0.6733756,1.1,3,6
2002-06-04,0.907,0.8735,0.8985,0.8985,136994000,0.89,4.93,0.6733756,1.1,4,6
2002-06-05,0.909,0.8725,0.8995,0.8995,87450000,0.899,4.93,0.6733756,1.1,5,6
2002-06-06,0.9205,0.888,0.9085,0.9085,105000000,0.8945,4.93,0.6733756,1.1,6,6
2002-06-07,0.9325,0.8925,0.929,0.929,107160000,0.8945,4.93,0.6733756,1.1,7,6
2002-06-10,0.906,0.851,0.865,0.865,221648000,0.895,4.93,0.6733756,1.1,10,6
2002-06-11,0.8895,0.856,0.857,0.857,110416000,0.8655,4.93,0.6733756,1.1,11,6
2002-06-12,0.8575,0.813,0.854,0.854,146624000,0.8525,4.93,0.6733756,1.1,12,6
2002-06-13,0.875,0.837,0.8715,0.8715,97858000,0.85,4.93,0.6733756,1.1,13,6
2002-06-14,0.87,0.813,0.841,0.841,159464000,0.857,4.93,0.6733756,1.1,14,6
2002-06-17,0.924,0.843,0.9205,0.9205,181032000,0.8475,4.93,0.6733756,1.1,17,6
2002-06-18,0.958,0.9045,0.939,0.939,159242000,0.9065,4.93,0.6733756,1.1,18,6
2002-06-19,0.955,0.9135,0.915,0.915,148406000,0.9245,4.93,0.6733756,1.1,19,6
2002-06-20,0.919,0.867,0.8775,0.8775,173940000,0.916,4.93,0.6733756,1.1,20,6
2002-06-21,0.8895,0.867,0.8765,0.8765,103536000,0.88,4.93,0.6733756,1.1,21,6
2002-06-24,0.889,0.847,0.8755,0.8755,119136000,0.8715,4.93,0.6733756,1.1,24,6
2002-06-25,0.8475,0.752,0.767,0.767,306080000,0.8445,4.93,0.6733756,1.1,25,6
2002-06-26,0.7965,0.734,0.7925,0.7925,165444000,0.7345,4.93,0.6733756,1.1,26,6
2002-06-27,0.8235,0.765,0.793,0.793,123840000,0.8055,4.93,0.6733756,1.1,27,6
2002-06-28,0.818,0.77,0.8125,0.8125,124758000,0.7845,4.93,0.6733756,1.1,28,6
2002-07-01,0.8085,0.676,0.6775,0.6775,270730000,0.8085,4.65,0.6423698,1.5,1,7
2002-07-02,0.708,0.65,0.666,0.666,173398000,0.68,4.65,0.6423698,1.5,2,7
2002-07-03,0.723,0.6445,0.7125,0.7125,154074000,0.669,4.65,0.6423698,1.5,3,7
2002-07-05,0.7615,0.7185,0.7605,0.7605,67338000,0.7195,4.65,0.6423698,1.5,5,7
2002-07-08,0.7925,0.734,0.747,0.747,117800000,0.7475,4.65,0.6423698,1.5,8,7
2002-07-09,0.8015,0.749,0.78,0.78,150572000,0.7525,4.65,0.6423698,1.5,9,7
2002-07-10,0.797,0.7325,0.748,0.748,135224000,0.7825,4.65,0.6423698,1.5,10,7
2002-07-11,0.792,0.7,0.7775,0.7775,146342000,0.733,4.65,0.6423698,1.5,11,7
2002-07-12,0.8095,0.7625,0.7715,0.7715,140000000,0.7875,4.65,0.6423698,1.5,12,7
2002-07-15,0.799,0.75,0.797,0.797,120522000,0.7735,4.65,0.6423698,1.5,15,7
2002-07-16,0.8535,0.783,0.8145,0.8145,215814000,0.7845,4.65,0.6423698,1.5,16,7
2002-07-17,0.858,0.766,0.808,0.808,146442000,0.842,4.65,0.6423698,1.5,17,7
2002-07-18,0.8295,0.7765,0.7775,0.7775,137134000,0.796,4.65,0.6423698,1.5,18,7
2002-07-19,0.7855,0.7535,0.7645,0.7645,122116000,0.768,4.65,0.6423698,1.5,19,7
2002-07-22,0.7825,0.75,0.775,0.775,186658000,0.7575,4.65,0.6423698,1.5,22,7
2002-07-23,0.794,0.72,0.7275,0.7275,225828000,0.777,4.65,0.6423698,1.5,23,7
2002-07-24,0.708,0.613,0.705,0.705,395326000,0.6185,4.65,0.6423698,1.5,24,7
2002-07-25,0.7005,0.62,0.6245,0.6245,187204000,0.6855,4.65,0.6423698,1.5,25,7
2002-07-26,0.6555,0.625,0.6465,0.6465,111134000,0.636,4.65,0.6423698,1.5,26,7
2002-07-29,0.723,0.6615,0.7165,0.7165,140990000,0.6625,4.65,0.6423698,1.5,29,7
2002-07-30,0.745,0.704,0.7385,0.7385,111178000,0.7095,4.65,0.6423698,1.5,30,7
2002-07-31,0.733,0.707,0.7225,0.7225,76020000,0.7225,4.65,0.6423698,1.5,31,7
2002-08-01,0.725,0.6995,0.708,0.708,121336000,0.7155,4.26,0.6504718,1.8,1,8
2002-08-02,0.707,0.6725,0.692,0.692,83572000,0.7065,4.26,0.6504718,1.8,2,8
