Date,High,Low,Close,Adj Close,Volume,Open,Interest,Currency,Inflation,Month,Day
1999-09-24,0.598354,0.5625,0.579799,0.493478,1179875200,0.565848,5.92,0.6155421,2.6,9,24
1999-09-27,0.595982,0.546317,0.547433,0.46593,948192000,0.592634,5.92,0.6155421,2.6,9,27
1999-09-28,0.553571,0.512835,0.532366,0.453106,1414963200,0.549107,5.92,0.6155421,2.6,9,28
1999-09-29,0.546875,0.517857,0.527344,0.448832,657283200,0.537946,5.92,0.6155421,2.6,9,29
1999-09-30,0.573103,0.529018,0.56529,0.481129,908084800,0.531808,5.92,0.6155421,2.6,9,30
1999-10-01,0.557478,0.53125,0.55106,0.469017,614790400,0.554688,6.11,0.603285,2.6,10,1
1999-10-04,0.579241,0.55692,0.576451,0.490628,459356800,0.55692,6.11,0.603285,2.6,10,4
1999-10-05,0.608259,0.578125,0.606585,0.516276,814206400,0.585938,6.11,0.603285,2.6,10,5
1999-10-06,0.621652,0.598214,0.599888,0.510576,804272000,0.61942,6.11,0.603285,2.6,10,6
1999-10-07,0.612723,0.579241,0.592634,0.504402,605886400,0.611049,6.11,0.603285,2.6,10,7
1999-10-08,0.592076,0.566964,0.585379,0.498227,382804800,0.59096,6.11,0.603285,2.6,10,8
1999-10-11,0.609375,0.589286,0.595424,0.506776,263121600,0.589286,6.11,0.603285,2.6,10,11
1999-10-12,0.621652,0.598214,0.604353,0.514376,563752000,0.606027,6.11,0.603285,2.6,10,12
1999-10-13,0.620536,0.569196,0.571708,0.486591,636731200,0.594866,6.11,0.603285,2.6,10,13
1999-10-14,0.654576,0.616071,0.65346,0.556172,1898803200,0.618304,6.11,0.603285,2.6,10,14
1999-10-15,0.676897,0.626674,0.665737,0.566621,1173177600,0.635045,6.11,0.603285,2.6,10,15
1999-10-18,0.662946,0.635045,0.654018,0.556647,776406400,0.659598,6.11,0.603285,2.6,10,18
1999-10-19,0.669643,0.611049,0.611607,0.52055,1022582400,0.639509,6.11,0.603285,2.6,10,19
1999-10-20,0.671875,0.625,0.670759,0.570895,1081404800,0.625,6.11,0.603285,2.6,10,20
1999-10-21,0.688058,0.646205,0.679688,0.578495,793452800,0.647879,6.11,0.603285,2.6,10,21
1999-10-22,0.689732,0.655134,0.660156,0.561871,419507200,0.688616,6.11,0.603285,2.6,10,22
1999-10-25,0.679688,0.658482,0.665179,0.566146,326592000,0.662946,6.11,0.603285,2.6,10,25
1999-10-26,0.674107,0.654576,0.670201,0.57042,361435200,0.669085,6.11,0.603285,2.6,10,26
1999-10-27,0.684152,0.655692,0.68192,0.580394,443072000,0.664063,6.11,0.603285,2.6,10,27
1999-10-28,0.705357,0.679129,0.695313,0.591794,504089600,0.688058,6.11,0.603285,2.6,10,28
1999-10-29,0.723772,0.703683,0.715402,0.608892,523051200,0.703683,6.11,0.603285,2.6,10,29
1999-11-01,0.720424,0.690848,0.69308,0.589893,278577600,0.714286,6.03,0.6172482,2.6,11,1
1999-11-02,0.729353,0.69029,0.716518,0.609842,399235200,0.696429,6.03,0.6172482,2.6,11,2
1999-11-03,0.743304,0.723214,0.727679,0.619341,328462400,0.728795,6.03,0.6172482,2.6,11,3
1999-11-04,0.762277,0.719866,0.746652,0.635489,379086400,0.732701,6.03,0.6172482,2.6,11,4
1999-11-05,0.789063,0.75,0.788504,0.67111,416808000,0.75558,6.03,0.6172482,2.6,11,5
1999-11-08,0.872628,0.774554,0.860491,0.73238,950924800,0.783482,6.03,0.6172482,2.6,11,8
1999-11-09,0.84375,0.785714,0.800223,0.681084,809177600,0.842634,6.03,0.6172482,2.6,11,9
1999-11-10,0.832589,0.78683,0.816406,0.694858,577897600,0.787946,6.03,0.6172482,2.6,11,10
1999-11-11,0.827009,0.802455,0.823661,0.701033,269875200,0.817801,6.03,0.6172482,2.6,11,11
1999-11-12,0.821429,0.780134,0.809152,0.688684,279059200,0.820871,6.03,0.6172482,2.6,11,12
1999-11-15,0.829241,0.790179,0.798549,0.67966,259907200,0.800223,6.03,0.6172482,2.6,11,15
1999-11-16,0.819196,0.790179,0.814174,0.692958,233856000,0.803571,6.03,0.6172482,2.6,11,16
1999-11-17,0.845982,0.803571,0.805804,0.685835,364571200,0.80971,6.03,0.6172482,2.6,11,17
1999-11-18,0.813616,0.789621,0.800223,0.681084,364784000,0.813058,6.03,0.6172482,2.6,11,18
1999-11-19,0.829241,0.786272,0.825335,0.702458,312513600,0.799107,6.03,0.6172482,2.6,11,19
1999-11-22,0.819196,0.796875,0.809152,0.688684,202361600,0.819196,6.03,0.6172482,2.6,11,22
1999-11-23,0.850446,0.790179,0.828683,0.705308,543312000,0.819196,6.03,0.6172482,2.6,11,23
1999-11-24,0.848214,0.818638,0.845424,0.719556,215107200,0.830357,6.03,0.6172482,2.6,11,24
1999-11-26,0.852679,0.840402,0.848772,0.722405,132070400,0.845982,6.03,0.6172482,2.6,11,26
1999-11-29,0.890625,0.832589,0.844308,0.718606,464161600,0.841518,6.03,0.6172482,2.6,11,29
1999-11-30,0.926339,0.86942,0.873884,0.743779,843180800,0.876116,6.03,0.6172482,2.6,11,30
1999-12-01,0.933036,0.893415,0.920201,0.7832,618564800,0.901786,6.28,0.6197546,2.7,12,1
1999-12-02,0.987723,0.908482,0.983817,0.837345,567358400,0.920759,6.28,0.6197546,2.7,12,2
1999-12-03,1.031808,0.998884,1.026786,0.873916,647920000,1.001674,6.28,0.6197546,2.7,12,3
1999-12-06,1.047433,0.994978,1.035714,0.881515,466782400,1.022879,6.28,0.6197546,2.7,12,6
1999-12-07,1.053571,1.017857,1.051897,0.895289,445020800,1.040737,6.28,0.6197546,2.7,12,7
1999-12-08,1.052455,0.977679,0.982701,0.836395,412350400,1.037946,6.28,0.6197546,2.7,12,8
1999-12-09,0.991071,0.90067,0.939732,0.799823,855198400,0.991071,6.28,0.6197546,2.7,12,9
1999-12-10,0.975446,0.883929,0.919643,0.782725,637761600,0.94029,6.28,0.6197546,2.7,12,10
1999-12-13,0.915179,0.883371,0.883929,0.752328,529961600,0.914202,6.28,0.6197546,2.7,12,13
1999-12-14,0.890625,0.845982,0.847098,0.72098,435870400,0.878348,6.28,0.6197546,2.7,12,14
1999-12-15,0.868304,0.813058,0.866071,0.737129,622977600,0.832589,6.28,0.6197546,2.7,12,15
1999-12-16,0.878348,0.839286,0.87779,0.747103,463825600,0.875,6.28,0.6197546,2.7,12,16
1999-12-17,0.910714,0.879464,0.892857,0.759927,495006400,0.90067,6.28,0.6197546,2.7,12,17
1999-12-20,0.889509,0.862723,0.875,0.744729,283987200,0.888951,6.28,0.6197546,2.7,12,20
1999-12-21,0.920201,0.874442,0.915179,0.778926,307596800,0.876674,6.28,0.6197546,2.7,12,21
1999-12-22,0.933594,0.881696,0.892299,0.759452,327073600,0.918527,6.28,0.6197546,2.7,12,22
1999-12-23,0.930804,0.902344,0.924107,0.786524,229532800,0.90904,6.28,0.6197546,2.7,12,23
1999-12-27,0.932478,0.886161,0.886719,0.754703,168392000,0.93192,6.28,0.6197546,2.7,12,27
1999-12-28,0.889509,0.848214,0.876674,0.746153,247576000,0.885045,6.28,0.6197546,2.7,12,28
1999-12-29,0.912388,0.852679,0.898996,0.765152,284502400,0.864397,6.28,0.6197546,2.7,12,29
1999-12-30,0.929688,0.889509,0.895647,0.762302,207144000,0.912388,6.28,0.6197546,2.7,12,30
1999-12-31,0.918527,0.888393,0.917969,0.7813,163811200,0.901228,6.28,0.6197546,2.7,12,31
2000-01-03,1.004464,0.907924,0.999442,0.850644,535796800,0.936384,6.66,0.609607,2.7,1,3
2000-01-04,0.987723,0.90346,0.915179,0.778926,512377600,0.966518,6.66,0.609607,2.7,1,4
2000-01-05,0.987165,0.919643,0.928571,0.790324,778321600,0.926339,6.66,0.609607,2.7,1,5
2000-01-06,0.955357,0.848214,0.848214,0.721931,767972800,0.947545,6.66,0.609607,2.7,1,6
2000-01-07,0.901786,0.852679,0.888393,0.756128,460734400,0.861607,6.66,0.609607,2.7,1,7
2000-01-10,0.912946,0.845982,0.872768,0.742829,505064000,0.910714,6.66,0.609607,2.7,1,10
2000-01-11,0.887277,0.808036,0.828125,0.704832,441548800,0.856585,6.66,0.609607,2.7,1,11
2000-01-12,0.852679,0.772321,0.77846,0.662562,976068800,0.848214,6.66,0.609607,2.7,1,12
2000-01-13,0.881696,0.825893,0.863839,0.735229,1032684800,0.84361,6.66,0.609607,2.7,1,13
2000-01-14,0.912946,0.887277,0.896763,0.763252,390376000,0.892857,6.66,0.609607,2.7,1,14
2000-01-18,0.946429,0.896763,0.928013,0.789849,459177600,0.901786,6.66,0.609607,2.7,1,18
2000-01-19,0.970982,0.922991,0.951451,0.809797,597643200,0.94308,6.66,0.609607,2.7,1,19
2000-01-20,1.084821,1.013393,1.013393,0.862517,1831132800,1.03125,6.66,0.609607,2.7,1,20
2000-01-21,1.020089,0.983817,0.993862,0.845894,495924800,1.020089,6.66,0.609607,2.7,1,21
2000-01-24,1.006696,0.938616,0.948661,0.807423,440876800,0.968192,6.66,0.609607,2.7,1,24
2000-01-25,1.010045,0.914063,1.002232,0.853018,497145600,0.9375,6.66,0.609607,2.7,1,25
2000-01-26,1.019531,0.979911,0.983817,0.837345,367158400,0.982143,6.66,0.609607,2.7,1,26
2000-01-27,1.008929,0.955357,0.982143,0.83592,340144000,0.97154,6.66,0.609607,2.7,1,27
2000-01-28,0.989955,0.898438,0.907366,0.772276,423348800,0.96596,6.66,0.609607,2.7,1,28
2000-01-31,0.927455,0.84375,0.926339,0.788424,701680000,0.901786,6.66,0.609607,2.7,1,31
2000-02-01,0.9375,0.892857,0.895089,0.761827,318035200,0.928571,6.52,0.624778,3.2,2,1
2000-02-02,0.91183,0.866071,0.882254,0.750902,464195200,0.899554,6.52,0.624778,3.2,2,2
2000-02-03,0.930804,0.895089,0.922433,0.785099,475193600,0.895647,6.52,0.624778,3.2,2,3
2000-02-04,0.982143,0.925223,0.964286,0.820722,425320000,0.928013,6.52,0.624778,3.2,2,4
2000-02-07,1.020089,0.945871,1.018415,0.866792,441067200,0.964286,6.52,0.624778,3.2,2,7
2000-02-08,1.03683,0.993304,1.02567,0.872966,408643200,1.017857,6.52,0.624778,3.2,2,8
2000-02-09,1.045759,1.003906,1.00558,0.855868,299364800,1.018973,6.52,0.624778,3.2,2,9
2000-02-10,1.016741,0.982143,1.013393,0.862517,302982400,1.007813,6.52,0.624778,3.2,2,10
2000-02-11,1.018973,0.966518,0.970982,0.826421,212251200,1.014509,6.52,0.624778,3.2,2,11
2000-02-14,1.034598,0.969866,1.03404,0.88009,367539200,0.976004,6.52,0.624778,3.2,2,14
2000-02-15,1.070871,1.02846,1.0625,0.904313,485744000,1.029018,6.52,0.624778,3.2,2,15
2000-02-16,1.054688,1.001116,1.018973,0.867267,378246400,1.051339,6.52,0.624778,3.2,2,16
2000-02-17,1.03125,1.010045,1.02567,0.872966,289497600,1.02846,6.52,0.624778,3.2,2,17
2000-02-18,1.030134,0.989955,0.993304,0.845419,233441600,1.023438,6.52,0.624778,3.2,2,18
2000-02-22,1.044085,0.952567,1.016183,0.864892,422296000,0.983259,6.52,0.624778,3.2,2,22
2000-02-23,1.0625,0.991071,1.037946,0.883415,473099200,1.011021,6.52,0.624778,3.2,2,23
2000-02-24,1.063616,0.997768,1.028599,0.875459,376432000,1.047433,6.52,0.624778,3.2,2,24
2000-02-25,1.044643,0.983259,0.985491,0.83877,249144000,1.025112,6.52,0.624778,3.2,2,25
2000-02-28,1.026786,0.967634,1.011161,0.860618,328328000,0.983259,6.52,0.624778,3.2,2,28
2000-02-29,1.046875,1.005022,1.023438,0.871067,368961600,1.013951,6.52,0.624778,3.2,2,29
2000-03-01,1.179129,1.058036,1.163504,0.990279,1077003200,1.058594,6.26,0.6323574,3.8,3,1
2000-03-02,1.142299,1.077567,1.089286,0.927111,311259200,1.133929,6.26,0.6323574,3.8,3,2
2000-03-03,1.14495,1.071429,1.142857,0.972706,323366400,1.114955,6.26,0.6323574,3.8,3,3
2000-03-06,1.152902,1.116071,1.12221,0.955134,210560000,1.125,6.26,0.6323574,3.8,3,6
2000-03-07,1.137835,1.081473,1.097098,0.93376,273011200,1.128906,6.26,0.6323574,3.8,3,7
2000-03-08,1.106585,1.058594,1.089286,0.927111,271230400,1.097098,6.26,0.6323574,3.8,3,8
2000-03-09,1.116071,1.055804,1.091518,0.929011,276718400,1.079241,6.26,0.6323574,3.8,3,9
2000-03-10,1.142299,1.080357,1.122768,0.955609,248606400,1.086496,6.26,0.6323574,3.8,3,10
2000-03-13,1.129464,1.066964,1.083147,0.921887,303956800,1.090402,6.26,0.6323574,3.8,3,13
2000-03-14,1.109375,1.017857,1.020089,0.868217,428579200,1.08231,6.26,0.6323574,3.8,3,14
2000-03-15,1.073661,1.018973,1.037946,0.883415,443609600,1.032366,6.26,0.6323574,3.8,3,15
2000-03-16,1.089286,1.022321,1.085379,0.923786,378100800,1.047433,6.26,0.6323574,3.8,3,16
2000-03-17,1.116071,1.06808,1.116071,0.949908,305043200,1.072545,6.26,0.6323574,3.8,3,17
2000-03-20,1.127232,1.092634,1.098214,0.93471,204489600,1.102679,6.26,0.6323574,3.8,3,20
2000-03-21,1.220982,1.085938,1.204799,1.025427,524328000,1.094308,6.26,0.6323574,3.8,3,21
2000-03-22,1.289063,1.174665,1.287388,1.09572,567996800,1.185547,6.26,0.6323574,3.8,3,22
2000-03-23,1.342634,1.25,1.261719,1.073872,562564800,1.267857,6.26,0.6323574,3.8,3,23
2000-03-24,1.285156,1.209821,1.238281,1.053924,446913600,1.271763,6.26,0.6323574,3.8,3,24
2000-03-27,1.292411,1.222098,1.246094,1.060574,279182400,1.228795,6.26,0.6323574,3.8,3,27
2000-03-28,1.267857,1.22433,1.242188,1.057249,202966400,1.225446,6.26,0.6323574,3.8,3,28
2000-03-29,1.244978,1.194894,1.213728,1.033026,239836800,1.24442,6.26,0.6323574,3.8,3,29
2000-03-30,1.229353,1.119978,1.122768,0.955609,414400000,1.192522,6.26,0.6323574,3.8,3,30
2000-03-31,1.225446,1.125,1.212612,1.032077,404633600,1.137835,6.26,0.6323574,3.8,3,31
2000-04-03,1.245536,1.155692,1.19029,1.013077,328563200,1.209821,5.99,0.6322102,3.1,4,3
2000-04-04,1.1875,1.042411,1.136719,0.967483,660329600,1.184152,5.99,0.6322102,3.1,4,4
2000-04-05,1.186384,1.107143,1.164063,0.990756,457665600,1.129185,5.99,0.6322102,3.1,4,5
2000-04-06,1.200893,1.100446,1.117746,0.951334,259627200,1.166295,5.99,0.6322102,3.1,4,6
2000-04-07,1.177455,1.120536,1.176339,1.001204,242435200,1.136161,5.99,0.6322102,3.1,4,7
2000-04-10,1.185268,1.113839,1.116071,0.949908,212262400,1.175781,5.99,0.6322102,3.1,4,10
2000-04-11,1.114955,1.054129,1.066406,0.907638,541822400,1.102679,5.99,0.6322102,3.1,4,11
2000-04-12,1.0625,0.936384,0.975446,0.83022,941136000,1.0625,5.99,0.6322102,3.1,4,12
2000-04-13,1.071429,0.96875,1.016183,0.864892,529827200,0.995536,5.99,0.6322102,3.1,4,13
2000-04-14,1.053571,0.973214,0.998884,0.850169,667620800,0.976004,5.99,0.6322102,3.1,4,14
2000-04-17,1.106585,0.973772,1.106027,0.94136,409561600,0.977679,5.99,0.6322102,3.1,4,17
2000-04-18,1.132813,1.065848,1.132813,0.964158,390924800,1.102679,5.99,0.6322102,3.1,4,18
2000-04-19,1.162946,1.069196,1.081473,0.920461,520150400,1.126674,5.99,0.6322102,3.1,4,19
2000-04-20,1.113839,1.045201,1.061384,0.903363,722120000,1.104353,5.99,0.6322102,3.1,4,20
2000-04-24,1.075893,1.024554,1.075893,0.915712,443620800,1.026786,5.99,0.6322102,3.1,4,24
2000-04-25,1.149554,1.089844,1.145647,0.975081,391641600,1.090402,5.99,0.6322102,3.1,4,25
2000-04-26,1.142857,1.071429,1.083147,0.921887,366912000,1.13058,5.99,0.6322102,3.1,4,26
2000-04-27,1.133929,1.040876,1.131696,0.963207,326603200,1.046317,5.99,0.6322102,3.1,4,27
2000-04-28,1.138393,1.083147,1.107701,0.942785,249580800,1.135045,5.99,0.6322102,3.1,4,28
2000-05-01,1.117188,1.08817,1.109933,0.944685,226195200,1.114955,6.44,0.6625916,3.2,5,1
2000-05-02,1.127232,1.049107,1.052455,0.895764,236432000,1.100446,6.44,0.6625916,3.2,5,2
2000-05-03,1.082589,0.996652,1.027344,0.874391,489798400,1.061942,6.44,0.6625916,3.2,5,3
2000-05-04,1.029018,0.987165,0.988281,0.841144,399515200,1.027902,6.44,0.6625916,3.2,5,4
2000-05-05,1.024554,0.98856,1.010045,0.859668,284076800,0.989397,6.44,0.6625916,3.2,5,5
2000-05-08,1.015067,0.982143,0.983259,0.83687,184900800,1.000837,6.44,0.6625916,3.2,5,8
2000-05-09,0.993304,0.936384,0.941406,0.801248,327140800,0.984933,6.44,0.6625916,3.2,5,9
2000-05-10,0.9375,0.881696,0.886719,0.754703,535091200,0.929129,6.44,0.6625916,3.2,5,10
2000-05-11,0.930804,0.883929,0.917969,0.7813,499744000,0.905134,6.44,0.6625916,3.2,5,11
2000-05-12,0.986607,0.935407,0.960938,0.817872,306913600,0.946429,6.44,0.6625916,3.2,5,12
2000-05-15,0.964844,0.893973,0.901786,0.767527,678932800,0.964844,6.44,0.6625916,3.2,5,15
2000-05-16,0.973772,0.917411,0.943638,0.803147,440451200,0.933175,6.44,0.6625916,3.2,5,16
2000-05-17,0.925781,0.896205,0.905134,0.770376,398092800,0.925223,6.44,0.6625916,3.2,5,17
2000-05-18,0.936942,0.898438,0.899554,0.765627,373777600,0.919643,6.44,0.6625916,3.2,5,18
2000-05-19,0.886161,0.833705,0.839286,0.714332,740667200,0.886161,6.44,0.6625916,3.2,5,19
2000-05-22,0.837054,0.767857,0.803013,0.683459,755507200,0.837054,6.44,0.6625916,3.2,5,22
2000-05-23,0.833705,0.764509,0.766183,0.652112,517585600,0.808036,6.44,0.6625916,3.2,5,23
2000-05-24,0.801339,0.741071,0.782924,0.666361,678462400,0.769531,6.44,0.6625916,3.2,5,24
2000-05-25,0.827288,0.767857,0.779157,0.663155,406750400,0.790179,6.44,0.6625916,3.2,5,25
2000-05-26,0.802455,0.761161,0.771205,0.656387,181148800,0.785714,6.44,0.6625916,3.2,5,26
2000-05-30,0.78683,0.729911,0.781808,0.665411,713059200,0.782366,6.44,0.6625916,3.2,5,30
2000-05-31,0.814732,0.748326,0.75,0.638339,433507200,0.77567,6.44,0.6625916,3.2,5,31
2000-06-01,0.799665,0.717634,0.795759,0.677285,903840000,0.729911,6.1,0.6618938,3.7,6,1
2000-06-02,0.890625,0.794643,0.826451,0.703408,792848000,0.837054,6.1,0.6618938,3.7,6,2
2000-06-05,0.850446,0.800781,0.81529,0.693908,323668800,0.833147,6.1,0.6618938,3.7,6,5
2000-06-06,0.863839,0.806362,0.829241,0.705782,525481600,0.82115,6.1,0.6618938,3.7,6,6
2000-06-07,0.866071,0.81808,0.862165,0.733805,337019200,0.835938,6.1,0.6618938,3.7,6,7
2000-06-08,0.879464,0.831473,0.84654,0.720506,238526400,0.871652,6.1,0.6618938,3.7,6,8
2000-06-09,0.874442,0.842634,0.854911,0.72763,252358400,0.863839,6.1,0.6618938,3.7,6,9
2000-06-12,0.861049,0.811384,0.814174,0.692958,290337600,0.860491,6.1,0.6618938,3.7,6,12
2000-06-13,0.845424,0.787388,0.84375,0.718131,351456000,0.814174,6.1,0.6618938,3.7,6,13
2000-06-14,0.859375,0.804688,0.807478,0.687259,277446400,0.845424,6.1,0.6618938,3.7,6,14
2000-06-15,0.833705,0.794643,0.824777,0.701983,248572800,0.814732,6.1,0.6618938,3.7,6,15
2000-06-16,0.837054,0.795201,0.814174,0.692958,303564800,0.834821,6.1,0.6618938,3.7,6,16
2000-06-19,0.873884,0.801897,0.862723,0.734279,394004800,0.808594,6.1,0.6618938,3.7,6,19
2000-06-20,0.928013,0.878348,0.904018,0.769426,501390400,0.879464,6.1,0.6618938,3.7,6,20
2000-06-21,1.016741,0.898438,0.993304,0.845419,490000000,0.901786,6.1,0.6618938,3.7,6,21
2000-06-22,1.029018,0.956473,0.959821,0.816921,467712000,0.995536,6.1,0.6618938,3.7,6,22
2000-06-23,0.975446,0.907366,0.922991,0.785575,204965600,0.960379,6.1,0.6618938,3.7,6,23
2000-06-26,0.977679,0.930804,0.966518,0.822621,185354400,0.9375,6.1,0.6618938,3.7,6,26
2000-06-27,0.991071,0.921875,0.924107,0.786524,203470400,0.960379,6.1,0.6618938,3.7,6,27
2000-06-28,0.988839,0.919643,0.972098,0.827371,286428800,0.952009,6.1,0.6618938,3.7,6,28
2000-06-29,0.96317,0.91183,0.915179,0.778926,203660800,0.947545,6.1,0.6618938,3.7,6,29
2000-06-30,0.981027,0.922991,0.935268,0.796024,323097600,0.94308,6.1,0.6618938,3.7,6,30
2000-07-03,0.969866,0.930804,0.952009,0.810272,70828800,0.930804,6.05,0.662843,3.7,7,3
2000-07-05,0.985491,0.90625,0.921875,0.784625,265216000,0.950893,6.05,0.662843,3.7,7,5
2000-07-06,0.945313,0.886161,0.925223,0.787474,309545600,0.9375,6.05,0.662843,3.7,7,6
2000-07-07,0.978795,0.930804,0.972098,0.827371,263603200,0.939174,6.05,0.662843,3.7,7,7
2000-07-10,1.040179,0.959821,1.020089,0.868217,397796000,0.96596,6.05,0.662843,3.7,7,10
2000-07-11,1.058036,0.989955,1.016741,0.865367,357896000,1.017857,6.05,0.662843,3.7,7,11
2000-07-12,1.052455,1.006696,1.051339,0.894814,225433600,1.037946,6.05,0.662843,3.7,7,12
2000-07-13,1.082589,0.977679,1.008929,0.858718,445659200,1.044643,6.05,0.662843,3.7,7,13
2000-07-14,1.053571,1.015625,1.030134,0.876766,190276800,1.020089,6.05,0.662843,3.7,7,14
2000-07-17,1.050223,1.020089,1.041295,0.886265,260002400,1.040179,6.05,0.662843,3.7,7,17
2000-07-18,1.051339,1.015625,1.022321,0.870116,318404800,1.044643,6.05,0.662843,3.7,7,18
2000-07-19,1.014509,0.924107,0.940848,0.800773,457872800,0.985491,6.05,0.662843,3.7,7,19
2000-07-20,1.018973,0.966518,0.984375,0.83782,465572800,0.982143,6.05,0.662843,3.7,7,20
2000-07-21,0.993304,0.945313,0.956473,0.814072,196235200,0.970703,6.05,0.662843,3.7,7,21
2000-07-24,0.944196,0.848214,0.86942,0.73998,412171200,0.938616,6.05,0.662843,3.7,7,24
2000-07-25,0.904018,0.876116,0.893973,0.760877,211607200,0.898438,6.05,0.662843,3.7,7,25
2000-07-26,0.915179,0.879464,0.893973,0.760877,210470400,0.890067,6.05,0.662843,3.7,7,26
2000-07-27,0.950893,0.890625,0.928571,0.790324,294985600,0.892857,6.05,0.662843,3.7,7,27
2000-07-28,0.9375,0.837054,0.862723,0.734279,237893600,0.933594,6.05,0.662843,3.7,7,28
2000-07-31,0.921875,0.870536,0.907366,0.772276,155299200,0.87779,6.05,0.662843,3.7,7,31
2000-08-01,0.913504,0.879464,0.88058,0.749478,137284000,0.898438,5.83,0.6717163,3.4,8,1
2000-08-02,0.891741,0.842634,0.84375,0.718131,162355200,0.875,5.83,0.6717163,3.4,8,2
2000-08-03,0.858259,0.790179,0.857143,0.72953,339897600,0.813616,5.83,0.6717163,3.4,8,3
2000-08-04,0.915179,0.827009,0.845982,0.720031,263121600,0.883371,5.83,0.6717163,3.4,8,4
2000-08-07,0.876116,0.842634,0.856027,0.72858,187348000,0.854911,5.83,0.6717163,3.4,8,7
2000-08-08,0.857143,0.827009,0.834821,0.710531,176674400,0.856027,5.83,0.6717163,3.4,8,8
2000-08-09,0.864955,0.84375,0.848214,0.721931,379640800,0.859375,5.83,0.6717163,3.4,8,9
2000-08-10,0.864955,0.845982,0.84933,0.722881,251714400,0.857143,5.83,0.6717163,3.4,8,10
2000-08-11,0.857143,0.813616,0.851563,0.724781,238056000,0.836496,5.83,0.6717163,3.4,8,11
2000-08-14,0.851563,0.827009,0.840402,0.715281,156660000,0.849888,5.83,0.6717163,3.4,8,14
2000-08-15,0.856027,0.830357,0.833705,0.709582,114200800,0.84375,5.83,0.6717163,3.4,8,15
2000-08-16,0.875,0.835938,0.866071,0.737129,143673600,0.837054,5.83,0.6717163,3.4,8,16
2000-08-17,0.936384,0.862723,0.918527,0.781775,270900000,0.863839,5.83,0.6717163,3.4,8,17
2000-08-18,0.925223,0.890625,0.892857,0.759927,190176000,0.917411,5.83,0.6717163,3.4,8,18
2000-08-21,0.920759,0.886161,0.901786,0.767527,134467200,0.897321,5.83,0.6717163,3.4,8,21
2000-08-22,0.94308,0.899554,0.922991,0.785575,276802400,0.904018,5.83,0.6717163,3.4,8,22
2000-08-23,0.977679,0.91183,0.969866,0.825471,236863200,0.919085,5.83,0.6717163,3.4,8,23
2000-08-24,1.011161,0.953125,1.001953,0.85278,310766400,0.976283,5.83,0.6717163,3.4,8,24
2000-08-25,1.026786,1.006696,1.014509,0.863467,334460000,1.008929,5.83,0.6717163,3.4,8,25
2000-08-28,1.053571,1.018973,1.03683,0.882465,359004800,1.022321,5.83,0.6717163,3.4,8,28
2000-08-29,1.061384,1.030134,1.05692,0.899564,267030400,1.033482,5.83,0.6717163,3.4,8,29
2000-08-30,1.071429,1.04827,1.0625,0.904313,285392800,1.053571,5.83,0.6717163,3.4,8,30
2000-08-31,1.098214,1.052455,1.08817,0.926161,419596800,1.053013,5.83,0.6717163,3.4,8,31
2000-09-01,1.136161,1.091518,1.132813,0.964158,256872000,1.094866,5.8,0.6975774,3.5,9,1
2000-09-05,1.145089,1.111607,1.114955,0.948959,298642400,1.118862,5.8,0.6975774,3.5,9,5
2000-09-06,1.113839,1.03125,1.043527,0.888165,355404000,1.095982,5.8,0.6975774,3.5,9,6
2000-09-07,1.117188,1.040179,1.107143,0.94231,217464800,1.055804,5.8,0.6975774,3.5,9,7
2000-09-08,1.100446,1.044643,1.051339,0.894814,195518400,1.100446,5.8,0.6975774,3.5,9,8
2000-09-11,1.078125,1.037946,1.043527,0.888165,187381600,1.047991,5.8,0.6975774,3.5,9,11
2000-09-12,1.072545,1.017857,1.03125,0.877716,187997600,1.023996,5.8,0.6975774,3.5,9,12
2000-09-13,1.0625,1.013393,1.035714,0.881515,305984000,1.013393,5.8,0.6975774,3.5,9,13
2000-09-14,1.064732,1.014509,1.015346,0.86418,426552000,1.045759,5.8,0.6975774,3.5,9,14
2000-09-15,1.039063,0.96875,0.986328,0.839482,394514400,1.03125,5.8,0.6975774,3.5,9,15
2000-09-18,1.084821,0.983259,1.083147,0.921887,424536000,0.986607,5.8,0.6975774,3.5,9,18
2000-09-19,1.080357,1.045759,1.070313,0.910963,271510400,1.066964,5.8,0.6975774,3.5,9,19
2000-09-20,1.097098,1.045759,1.090123,0.927824,227388000,1.060826,5.8,0.6975774,3.5,9,20
2000-09-21,1.064732,0.986607,1.012277,0.861568,510490400,1.044643,5.8,0.6975774,3.5,9,21
2000-09-22,0.936384,0.892857,0.93192,0.793175,726700800,0.898438,5.8,0.6975774,3.5,9,22
2000-09-25,0.991071,0.929688,0.955357,0.813122,435551200,0.941964,5.8,0.6975774,3.5,9,25
2000-09-26,0.977679,0.917411,0.918527,0.781775,290936800,0.952009,5.8,0.6975774,3.5,9,26
2000-09-27,0.941964,0.861607,0.873884,0.743779,402259200,0.924107,5.8,0.6975774,3.5,9,27
2000-09-28,0.960938,0.859375,0.955357,0.813122,979585600,0.88058,5.8,0.6975774,3.5,9,28
2000-09-29,0.517857,0.453125,0.459821,0.391362,7421640800,0.503348,5.8,0.6975774,3.5,9,29
2000-10-02,0.477679,0.419643,0.433036,0.368565,2424788800,0.476563,5.74,0.6889694,3.4,10,2
