Date,High,Low,Close,Adj Close,Volume,Open,Interest,Currency,Inflation,Month,Day
1993-06-02,0.520089,0.5,0.508929,0.418964,200480000,0.506696,5.96,0.6625818,3,6,2
1993-06-03,0.511161,0.5,0.503348,0.41437,156856000,0.508929,5.96,0.6625818,3,6,3
1993-06-04,0.502232,0.486607,0.489955,0.403344,213684800,0.497768,5.96,0.6625818,3,6,4
1993-06-07,0.488839,0.449777,0.453125,0.373025,482305600,0.486607,5.96,0.6625818,3,6,7
1993-06-08,0.446429,0.428571,0.441964,0.363837,621096000,0.435268,5.96,0.6625818,3,6,8
1993-06-09,0.407366,0.392857,0.395089,0.325248,1178419200,0.401786,5.96,0.6625818,3,6,9
1993-06-10,0.399554,0.381696,0.397321,0.327086,553705600,0.388393,5.96,0.6625818,3,6,10
1993-06-11,0.404018,0.387277,0.390625,0.321573,242323200,0.401786,5.96,0.6625818,3,6,11
1993-06-14,0.399554,0.388393,0.398438,0.328005,249491200,0.392857,5.96,0.6625818,3,6,14
1993-06-15,0.404018,0.373884,0.375,0.30871,448324800,0.404018,5.96,0.6625818,3,6,15
1993-06-16,0.386161,0.370536,0.377232,0.310548,353080000,0.377232,5.96,0.6625818,3,6,16
